run_timestamp_utc,outcome,scenarios,n_paired_LSOA,population_year,temperature_period,population_source,health_zonal_source,svi_source,benefit_unit,green30_tertile_1,green30_tertile_2,bootstrap_draws,bootstrap_seed
2026-09-11 01:38:14 UTC,All_cause,Green30;Target30,4835,2021,2050,./data/derived/lsoa_population_2021_by_lsoa11cd.csv,./data/derived/health_lsoa_fig7_revised_equal_area_population_weighted_2021.csv,./data/derived/fig7_vulnerability_lsoa11_fig7_revised_equal_area.gpkg,"Deaths averted per 100,000 residents (2021 population)",3.320942570026638,5.194652901441783,2000,20260908
