deaths_averted_Green30,deaths_averted_Target30,difference,Target30_retention_pct,population_year,temperature_period,interpretation
387.37379434091883,495.5402825876625,108.16648824674365,127.92302675785777,2021,2050,2050 temperature scenarios evaluated with fixed 2021 population and 2021 baseline mortality
