high_age75,n_LSOA,deaths_averted_Green30,deaths_averted_Target30,difference,mean_LSOA_difference,median_LSOA_difference,share_with_greater_Target30_benefit,pct_low_benefit_Green30,pct_low_benefit_Target30,benefit_unit,population_normalized
FALSE,3227,214.15357213048264,298.21083253670076,84.05726040621812,0.026048112924145533,0.022942326962947804,65.29284164859001,36.96932135110009,22.7765726681128,Absolute deaths averted per LSOA (population denominator pending),FALSE
TRUE,1608,164.86708088312298,88.02317001140068,-76.8439108717223,-0.04778850178589692,-0.028382076881825948,30.534825870646763,26.05721393034826,55.2860696517413,Absolute deaths averted per LSOA (population denominator pending),FALSE
