deaths_averted_Green30,deaths_averted_Target30,difference,Target30_retention_pct,population_year,temperature_period,interpretation
379.0206530136056,386.23400254810144,7.213349534495819,101.90315474292554,2021,2050,2050 temperature scenarios evaluated with fixed 2021 population and 2021 baseline mortality
