draw,all_cause,mental_disorder,cardiovascular,respiratory,self_harm
135,-499.340050592,-51.61227405590508,-183.00357201387033,-72.2393987727183,-1.5609146106442553
136,-433.03699848841444,-41.44031589072838,-206.31316321637553,-79.06764877148451,-3.5340674869524946
137,-681.1993291493585,-46.67319691314977,-184.8214607171476,-76.1686702795448,-2.2046941056728757
138,-486.27485873505736,-24.752845200349093,-201.72242037253505,-75.11746060832837,-2.3290013813284163
139,-497.5997662665832,-44.09204761293489,-186.94168197209495,-73.23594980158693,-1.9575582769717887
140,-434.7037328784972,-31.864488439144285,-194.133183863562,-70.34048924807122,-3.2585202876782495
141,-493.3735403787208,-34.71440030429487,-195.53442869929643,-74.63746350598777,-2.9732020645403554
142,-519.3516015026253,-35.08675215256452,-186.6174376780386,-75.42300761902115,-1.2540251121536683
143,-370.0650011336733,-47.77726456757968,-204.21472754162397,-81.1072897525722,-1.0230060663873588
144,-534.8995320305945,-47.46058580463884,-198.68079598165232,-70.11739807767351,-0.581234753104884
145,-474.12183099162496,-48.74695165590818,-203.75017236578486,-78.20945399755743,-2.2353746836105493
146,-582.9633305697821,-28.920129712104565,-184.50541908022777,-76.63670892244272,-1.2473300744286178
147,-502.45240064648476,-36.16340931608899,-219.60516196274142,-76.98717600030821,-0.6570932094128908
148,-555.7495313568061,-30.363619492203537,-187.8532414345658,-67.5157643518239,-1.1202758572011828
149,-508.0167337349944,-42.84261299985539,-195.30152416415348,-70.12821051372426,-2.7672833215895736
150,-504.9485754720846,-42.56779709267707,-167.74881298522797,-79.68480819784499,-3.576095644757646
151,-568.0562994891293,-28.080620208001335,-190.61391101178313,-76.85690912172957,-1.6848012790189781
152,-377.5660487435919,-22.024504378667018,-203.49639142453807,-76.59197481715546,-3.169426002384334
153,-398.72510251255005,-37.620251680441385,-196.78534637832684,-69.75805599353814,-1.842658690485324
154,-556.297303769861,-49.93645219956077,-197.03188910565063,-77.15599752357502,-1.8568712932925462
155,-527.5992698022108,-45.43867894079136,-195.56924028953915,-71.66408881522538,-3.598045170146123
156,-442.81490452199466,-28.973661896263405,-191.13873152115127,-72.1609064208444,-0.6979448025190333
157,-617.4513474746971,-41.05007180781204,-196.7182285865998,-75.9503504651953,-3.561999545875566
158,-509.14678455290993,-28.013770752431537,-204.57618540990876,-75.17629568394752,-2.2035234880869288
159,-570.82349207568,-27.587831460831413,-200.69935996376597,-64.0805852138511,-1.714038388156288
160,-699.0474686416065,-29.83374089533621,-191.20321140470614,-74.82926748404202,-1.9410670625418551
161,-611.9925829817695,-37.920275775975746,-191.5519663800952,-74.40066110221517,-0.35651550057048176
162,-494.2199433386244,-19.91391932379944,-207.4696447170837,-79.1319758707201,-1.1902024411598306
