draw,all_cause,mental_disorder,cardiovascular,respiratory,self_harm
258,-453.978902979433,-38.93946163434708,-207.47880680283598,-78.52919839187177,-1.148170511687846
259,-620.8060729942491,-34.16406302429331,-200.42678768632933,-71.04300464560544,-3.6453425495606666
260,-475.08818561581836,-24.58190239290552,-189.77911789664387,-79.58180433527207,-1.568151952720689
261,-635.9998106584483,-31.876749259311968,-196.73277879595472,-74.75188554216088,-1.5723978859157703
262,-477.18114990813126,-34.55551418684429,-176.2737689837547,-77.9659287993714,-3.1080642540322434
263,-387.4579585758569,-45.50048684247353,-194.04679939472973,-70.98086267031276,-1.8194506513518287
264,-549.2101221713716,-55.225107724332226,-210.34128577071695,-76.53541380508477,-3.4838227552953693
265,-630.9894985361703,-38.01854744729787,-200.02552210197672,-73.90770300219108,-2.374150993168043
266,-501.6858075707693,-56.12072835895735,-200.96395360833142,-76.3486043207358,-4.54427344503333
267,-411.61219678394383,-49.2745318267595,-204.85969086791332,-76.03758509378942,-1.7942105346393515
268,-526.0778483444053,-26.58654151524296,-216.8766187180882,-70.22784030094002,-1.3122074996071156
269,-585.7348449299017,-56.717824610418084,-190.59847976061718,-72.18997075258562,-0.9504548397530019
270,-603.1794189690278,-35.820920496173834,-211.8561707060333,-77.86048651411788,-2.6208922696023675
271,-505.908377115483,-38.179765015041184,-206.3290194618178,-77.87213334815213,-3.6387959482280605
272,-377.267227786913,-46.85417533995831,-213.55517174566845,-71.73299897261789,-2.001667103518324
273,-462.27593330808213,-15.305637144249646,-216.18960553720586,-70.26646746974735,-4.239766062058124
274,-491.08357175634416,-42.10794628689252,-188.09694564367248,-76.23795642361853,-4.304180206733646
275,-518.6327886563378,-37.878114981919936,-193.09460037572933,-74.48354138426164,-3.289782431307709
276,-412.75722452972076,-39.32557451643382,-189.56879598061946,-78.96722209297732,-3.768715138685857
277,-508.75262183676756,-29.782935635847092,-184.28345755024833,-73.65265718786205,-3.8642555381053345
278,-558.5274093954578,-47.00375750625138,-215.00672997007155,-72.14269956186486,-2.896320939339867
279,-559.1253038119947,-28.624951466525587,-192.56328366436594,-80.46564586221476,-4.384340074786927
280,-534.9354461078129,-37.632162764739235,-192.65333616755865,-74.6790142260083,-4.300833431729525
281,-534.9994092629059,-27.952832164447866,-212.52271340864698,-66.25872620102962,-3.9281749716041587
282,-554.5789320709622,-31.4042449538509,-182.51902763910516,-80.74641797544999,-3.5217429656177965
283,-471.13671476713245,-25.49821264725901,-225.3064377100095,-69.00859333917326,-1.4096170529746372
284,-470.30056861969007,-38.97586143915427,-200.22911225981844,-75.22745280304352,-2.4882999668015935
285,-508.7137178702089,-45.121037766884896,-199.8064809122555,-76.1008408260925,-2.566186553386069
286,-339.68492280544757,-29.25352221742677,-196.12708880183152,-78.61981404162943,-4.30740758272227
287,-486.78409806958643,-37.72465489048516,-211.90484445067395,-81.01452076216692,-0.8702484181250539
288,-544.9220048535606,-33.497489661666435,-194.3298204600288,-78.58228393456496,-3.067987050927653
289,-497.20961832140637,-44.62677013809343,-193.45896236147718,-74.39448248251148,-1.452105241316551
290,-500.04544797177584,-49.39629286563969,-210.04684081581175,-80.29229455275149,-2.109592046961398
