draw,all_cause,mental_disorder,cardiovascular,respiratory,self_harm
64,-268.3521612808062,-27.6927555635399,-140.00598927021224,-51.02034177054582,-1.6132201704032019
65,-371.9745718199689,-34.86010975459273,-152.65648492973096,-55.44420647382637,-2.823276163690097
66,-322.04852927301414,-13.618353727946603,-146.75370372718177,-58.425110033842806,-2.1637000875622756
67,-345.22476305717464,-29.091603772476773,-153.23710744860563,-52.32514556648775,-3.009284959988863
68,-353.3547390385869,-27.412756637030522,-148.77955146282122,-58.88916585805378,-2.0735530863965845
69,-324.5518507471117,-16.775849095436715,-140.8018028895361,-56.60153583287879,-1.7494439634177033
70,-296.1589975642907,-27.134294204146038,-138.1465043693717,-56.37505256243089,-2.019342869863756
71,-346.67653856266145,-32.94677510708135,-134.85523190373587,-58.80792839695545,-2.1783252143610627
72,-437.71454178804424,-17.76137557349108,-144.19999072976134,-54.93694693793074,-1.7257725717208208
73,-450.8784491669116,-21.969620664261896,-141.2747021762525,-54.053967254218314,-3.2407663613858215
74,-366.0389740439362,-33.430295464677826,-136.1338054929756,-54.94429081606428,-2.0102835063349116
75,-426.44000223046993,-27.605995676090146,-151.1193754605518,-59.29270701676485,-3.052358848549636
76,-386.68211279254143,-27.816766323056004,-145.37243326600847,-52.98692499628161,-1.510710414424375
77,-365.20591380560023,-20.16377880555957,-144.0013753298082,-53.934056645759206,-2.3831427453193124
78,-241.90464109337628,-33.19242010192346,-142.84104296766188,-55.00768839390062,-1.1600453957729857
79,-353.9398642417691,-31.061640849104908,-148.7195427385757,-53.512458822734416,-0.09700211275080459
80,-299.50243482390084,-31.497476389342157,-147.4242879897553,-50.0152422470046,-1.9043418731124933
81,-401.12912191195187,-20.400109634431725,-139.89977352795677,-49.1512741761766,-1.589318887427904
82,-316.0320340105605,-28.69997841171678,-147.66262682871215,-50.06538633204659,-1.635833300510057
83,-417.592823602581,-48.77002767817398,-144.11990742938897,-54.33372658506276,-2.288560404015667
84,-381.97340453451255,-15.094645095563568,-126.8539355761922,-57.46247793641088,-3.007406403076778
85,-407.6159984854482,-36.66248266947624,-142.79327986741495,-54.99155022531964,-2.3702700968071957
86,-413.99381724635697,-18.146695633902652,-146.03409308566066,-54.30324540383012,-0.6785447765898889
87,-440.8594744744132,-23.813580933796477,-142.04216299995167,-49.82554110064599,-1.3390750681425152
88,-408.0007278634338,-20.831839171659563,-141.64305420857738,-54.77679735649632,-3.856172651940061
89,-358.2959453189603,-21.73594031938113,-143.09660971808032,-55.55547386904697,-1.222080973674122
90,-443.808852933,-14.31605917507296,-162.9522484865785,-54.77340892169084,-2.29599152073229
91,-446.06097465958163,-33.47182371880239,-154.04948298929995,-54.216967706158805,-2.0059741767662302
92,-241.1314889087439,-44.15227778319399,-145.53155219214008,-51.69061780949978,-1.4848347188086906
93,-319.4021778264872,-39.090908690625746,-142.156621367058,-54.75199778601014,-2.114772447324555
94,-287.8852046979588,-19.182183372689526,-146.45566379626672,-54.6505198630572,-1.4548092206453953
95,-320.5850219363828,-37.904324454526495,-153.16903787734591,-55.8183177851693,-2.1357908983756317
96,-328.95320476998745,-19.99651164229567,-150.8013811743029,-56.21921971478471,-1.7699221665744305
97,-389.8562435515241,-38.28890432708565,-147.04083241077475,-57.15272382345372,-1.5508077671944298
98,-266.4644915830873,-18.14661012261907,-146.33892112900497,-53.72610562050867,-2.037579001132719
99,-406.99168503028613,-17.4409683799211,-144.6394515719305,-49.40853409384348,-0.7743322967436326
