draw,all_cause,mental_disorder,cardiovascular,respiratory,self_harm
35,-518.4782468223523,-24.97266545041032,-143.9919873148641,-56.59178781440591,-1.6711527942374353
36,-444.6038702797746,-31.31542251207393,-158.09807033258406,-54.87541024245,-2.199788817547681
37,-447.9997264807585,-49.28246952766943,-167.91238080523843,-56.88387416133508,-0.9696595506257414
38,-428.4725035843646,-52.87313662518474,-168.53312017094336,-63.38294815261669,-0.3246633589251893
39,-365.778728667362,-14.59776486454269,-158.40190600626195,-61.052741866744505,-0.93657169027312
40,-405.4284952223004,-19.25743559018687,-141.26155092854984,-53.8334832877522,-1.5371982821127874
41,-380.0871015629948,-28.326730463042054,-138.70268451705098,-53.57179579356384,-1.2328141587750685
42,-429.9894815575253,-36.46829904966648,-147.7304033107145,-57.297513275196685,-2.5180912809836054
43,-381.88577728010665,-26.11733642802079,-143.42531045941845,-56.259950804771286,-0.958396113737938
44,-445.61938581984106,-31.975528124525848,-146.9091485443859,-56.400854075784885,-2.2920785176394944
45,-375.07048389923267,-38.972418878329655,-153.65159268295344,-56.72693087733846,-2.564892967898477
46,-369.4447642999595,-35.215089115834424,-152.95481088556556,-62.909673670471555,-2.1532824368358394
47,-389.1005370618264,-28.72312449062201,-154.5629292681941,-60.93699333547234,-1.7688997089004388
48,-373.62862363553734,-34.59939522744703,-154.52940844687788,-60.238140485353625,-2.9743590351983387
49,-322.69075844607676,-25.399854647638403,-140.17488449316807,-60.36467146152451,-0.7863462383146631
50,-358.49657333799377,-31.084034970428583,-159.16134512907152,-66.46129995571663,-1.3730722788024659
51,-350.9426008771915,-30.728705610978285,-147.54795016257196,-59.848824782277205,-2.083244087796515
52,-290.274208477612,-24.451024086492705,-148.84325041944,-61.63008479567423,-2.523680238991395
53,-392.067128560418,-31.632751695629537,-151.13796298372947,-55.26963711043319,-3.9560053219342697
54,-399.57138838787336,-32.223052597713284,-158.0387927118952,-57.34815709497728,-2.753961151925475
55,-314.4434968312928,-35.91457428605878,-153.66960621516697,-61.16029344942409,-0.2919229649216345
56,-434.9280251048578,-30.019482501661585,-145.12916181859174,-56.85987316911398,-0.8217822875931938
57,-386.2393261606062,-16.586219456066576,-143.33215739091992,-57.5101814240562,-1.2339119385435307
58,-494.3322185816742,-8.459420338797615,-152.29352166572176,-54.32346562886117,-2.790660912274856
59,-362.5170737088701,-42.110138363116945,-168.53730826068158,-56.304757084804606,-1.2019516441364482
60,-361.5363459467835,-25.966462988241428,-136.9319709768705,-66.22172453675303,-2.348023424241657
61,-321.59833585733253,-32.06307926251446,-145.25774540445096,-65.21990241320876,-1.9752978122830525
62,-497.1918941962599,-29.499244258807273,-150.33280558260816,-56.69486528465517,-3.0298264814648315
63,-447.3234892400981,-30.958252579132566,-147.98947041645195,-63.39602229243107,-2.2882393278052517
64,-286.30009501626995,-29.858852011586723,-149.24222294911334,-54.59597496143631,-1.7090650012935114
65,-396.8879466997683,-37.59123110949875,-162.734871616657,-59.332689317317836,-2.9913527380918454
66,-343.60347138646245,-14.680189209210482,-156.43898117025162,-62.52465156234944,-2.2923685552260276
67,-368.33816529691813,-31.367833594154636,-163.3541768291374,-55.99300599796265,-3.1884907566241645
68,-377.01506336462586,-29.556816641907954,-158.59971398765092,-63.021582550090194,-2.196842204405624
69,-346.27507899259734,-18.084810585488025,-150.0909773729812,-60.57193753813407,-1.8534058410710321
70,-315.9741791195494,-29.256441431119182,-147.25905686299538,-60.3294207581521,-2.139397875161951
71,-369.88759626798213,-35.52688516538874,-143.7489364296843,-62.93458961675315,-2.3078665608211915
72,-467.0570204857637,-19.147542679188767,-153.71528274175594,-58.789534285805075,-1.8283236981308537
73,-481.1087629181969,-23.685844538927054,-150.5953382307145,-57.84408589267455,-3.433831690898575
74,-390.5528353635154,-36.048555527310164,-145.11251662984242,-58.79739780084679,-2.1297980984988945
75,-455.0223235406957,-29.765263662065912,-161.09536842546228,-63.45371584177994,-3.2341428100771266
76,-412.58569909398415,-29.99262353443751,-154.96576140962188,-56.70157681145431,-1.6004495207726002
77,-389.6637085729913,-21.738292299816568,-153.50344885027988,-57.715693274133635,-2.524912788482778
78,-258.0779076138952,-35.791910646624814,-152.2658988520524,-58.86528130541651,-1.2289138646649127
79,-377.639555904668,-33.49309153604876,-158.5357092959363,-57.264275880326345,-0.10275058412165453
80,-319.5422249215764,-33.96328540017201,-157.15421072869967,-53.519858785987644,-2.017537999905042
81,-428.0057609209853,-21.993162254402424,-149.12894167440552,-52.594864423179445,-1.6837399142894494
82,-337.1825628958636,-30.945368042711586,-157.40841823614974,-53.57354531902953,-1.7330253045158586
83,-445.5788076887725,-52.6028782446566,-153.62986960370307,-58.14363559347059,-2.424682341312596
84,-407.55992594943444,-16.271980958239936,-135.2159619247149,-61.49383936002844,-3.1864997680734906
85,-434.92967275175897,-39.53597561097583,-152.2149574466335,-58.848001213135376,-2.5112713286667834
86,-441.737253727345,-19.563057813239276,-155.67146515248223,-58.110998065059775,-0.718795477077767
87,-470.4140334585849,-25.674625052632784,-151.41386128795037,-53.31675665189212,-1.418595844985149
88,-435.3403245989851,-22.45876417819001,-150.98819761656762,-58.618053174692946,-4.086136135311384
89,-382.2887344838067,-23.433820051542323,-152.53847211343427,-59.45183118031057,-1.2946398523348748
90,-473.56232119933304,-15.432471359564248,-173.71696110598393,-58.61442499445111,-2.4325571523048755
91,-475.96633908350884,-36.093360766247635,-164.22067954785172,-58.01861689176296,-2.1252317126376847
92,-257.25289487995525,-47.618625141044014,-155.1354719017722,-55.313623135771394,-1.5730329376398418
93,-340.7792309600154,-42.15640696829772,-151.53593542435456,-58.59149894060991,-2.240521051222167
94,-307.14464887925277,-20.679716038938608,-156.1210998559182,-58.482841217062905,-1.5412195997683205
95,-342.04158483301666,-40.87597858444609,-163.28157213572948,-59.7332778639775,-2.262793765905407
96,-350.97234221447945,-21.557904944541587,-160.75619344079914,-60.16255666471734,-1.8751045799340709
97,-415.97358535091774,-41.2909685359598,-156.7452255047057,-61.16215089164325,-1.642934918236393
98,-284.28571787129266,-19.562965600401796,-155.99658548084716,-57.49303338442278,-2.1587218856429233
99,-434.26329459495827,-18.802031203113525,-154.18399221456377,-52.87029407666101,-0.8202724097108105
100,-408.08071538752296,-44.482946710952206,-156.53860504469324,-59.88125289961657,-1.5977770723657718
101,-340.758426390373,-33.745508851467655,-138.24558060910752,-57.76682208467871,-2.4629484738532956
102,-322.02111309523707,-38.58305773501818,-158.0900326538164,-55.47555928160034,-2.3141155626224865
103,-439.05544372843184,-28.980029598558264,-162.35225687540537,-56.833962973130696,-2.3151912073879473
104,-408.30038824524127,-21.551285130518103,-155.3378538337879,-58.23585662535467,-2.0149103939480986
105,-440.0114245709064,-42.327409661185484,-152.9732965981841,-60.03348194012001,-2.252521544723092
106,-344.9622936129476,-12.993363514455782,-155.89170478024906,-62.032038838897556,-1.2900881879637642
107,-326.89339722067535,-30.983891223963845,-139.29990782540818,-54.84662465201471,-2.025056839769483
108,-367.50019913452593,-29.867067956683677,-162.8939963588798,-54.40504002906563,-1.8771781571031023
109,-280.6943690229521,-34.0185034022714,-157.85264720207599,-56.13086602699813,-1.6831055680295461
110,-309.40088757893795,-21.091317783711716,-155.3997141671488,-66.98669024843171,-2.080629017661381
111,-364.01318112148255,-36.99059129227295,-157.2228903850499,-56.80677006558856,-1.020953771370291
112,-405.03087748964487,-32.525509272897004,-151.69979647868013,-55.43905386533166,-1.7033255369388633
113,-359.6475046521238,-37.79683360439465,-154.93292422956884,-61.22721745703756,-2.4971072499111497
114,-288.7200896435258,-37.3593531575626,-165.47290844174512,-59.620925847179635,-1.6936565850198357
115,-226.78705495812568,-42.688230077366825,-159.40469424494094,-59.59335311984097,-3.07454470019386
116,-308.70369975592746,-47.67713828369676,-160.32913419606754,-57.496161575390886,-1.921629144511886
117,-387.6150363301518,-31.38743873279472,-147.5168098926616,-52.66931356893032,-1.4678847226056717
118,-437.6950264496531,-28.082021685555443,-150.87126996568838,-63.03516725293755,-2.862329722047268
119,-352.4472694754297,-35.36808548575619,-160.40244085512865,-59.36829488401183,-1.631780190189905
120,-383.9378421832714,-23.87737083082703,-162.68903320338913,-54.50963372629925,-1.357789040519524
121,-357.15513400604056,-37.43810009003049,-153.96140877898534,-57.97798627539809,-2.489415257869267
122,-398.4389349148542,-27.949258859039997,-160.09794068886694,-56.17683232571395,-2.424411475688996
123,-295.0258676099297,-13.022163949336663,-148.278586850079,-59.32290834034617,-2.4887537033044937
124,-347.4519823115078,-24.169843742706146,-160.4365718085181,-60.3144828721964,-3.5769750130981635
125,-441.98573905397615,-26.10430159463382,-158.14766648745152,-58.352197173805,-1.3770157551041378
126,-431.88531861840534,-28.0141392713857,-154.32294794659143,-62.49259999972485,-1.6137469652288077
127,-385.5076390698313,-34.239955887256166,-137.0850469823505,-55.424001097017424,-1.6547963651995723
128,-365.378382240431,-25.060755501273956,-136.62975629531516,-50.728871187492864,-1.513425480940842
129,-321.65200660319636,-37.539375338408504,-150.2359817262014,-59.738417085708605,-2.166638693113171
130,-474.05670998610907,-25.683122121254627,-145.79489728259804,-57.257433604235395,-1.3146888387137483
131,-306.7887465003373,-18.28510575688869,-160.29148133283883,-54.34791015733228,-1.5429595979530653
132,-476.16641355035955,-36.01700156133144,-147.1265303373035,-57.719605813803774,-1.4742942498453206
133,-351.18921425194543,-40.92988299150415,-153.53329118214796,-65.83834877149233,-2.5033473838659446
134,-347.1008420949109,-13.743315770693954,-160.93083751807154,-54.69220464412217,-1.6898274632205537
135,-394.8159593838144,-41.99110191433015,-144.23447779232984,-57.256660231950924,-1.2239086412982554
136,-342.4760352510102,-33.736151717223315,-162.5446995602521,-62.649863288907966,-2.768459716859851
137,-538.2448330538684,-37.984111722744046,-145.66296533259887,-60.36053764429333,-1.7281658261171786
138,-384.5042714536419,-20.17153878377802,-158.93965097968663,-59.53025285638407,-1.8254973073142042
139,-393.4424995033157,-35.889116704110215,-147.32891856933404,-58.04397409104419,-1.5346266181523072
140,-343.7920777567139,-25.955686504340957,-152.9787581570252,-55.75625773269189,-2.552939230057748
141,-390.1070216329014,-28.27221623743757,-154.07946200008757,-59.15110771851256,-2.3297171181808336
142,-410.6081205889273,-28.574820471242287,-147.0741526064896,-59.77159322016237,-0.9834209166914549
143,-292.74184607662664,-38.88003078621368,-160.8968922921741,-64.26022113460242,-0.8023412676957268
144,-422.87619189157647,-38.623067332526276,-156.55081111494323,-55.579968285397136,-0.455956899567425
145,-374.9116127496258,-39.666805282042745,-160.53208295044985,-61.97220675994717,-1.7521895091386777
146,-460.79194336652,-23.561543701126364,-145.41462745586804,-60.73018749448309,-0.9781737048884946
147,-397.2722311092548,-29.449725137503847,-172.97972813151236,-61.006971173335025,-0.5154464051303513
148,-439.3256388128261,-24.735393852908754,-148.04513688829394,-53.523869737750445,-0.878589089703528
149,-401.6634708642264,-34.874775544810745,-153.89651460135687,-55.588512487866694,-2.168576697671985
150,-399.2421754634684,-34.6516483786075,-132.24406886554524,-63.13715954353644,-2.801327298220534
151,-449.03377923324757,-22.878757313947997,-150.21408506325778,-60.904093041964245,-1.3209700601856689
152,-298.6672616898263,-17.951154576403297,-160.33278966476624,-60.694857829073314,-2.4832417216623877
153,-315.37997547165094,-30.633390974090926,-155.06203914024366,-55.29600439640324,-1.4446299838315286
154,-439.75776547242384,-40.631803814286535,-155.25569010225013,-61.14029604830037,-1.4557627262890527
155,-417.1161065991914,-36.9821943393954,-154.1068065189227,-56.80211178094929,-2.8184921240968266
156,-350.1963735136176,-23.60507991045663,-150.62639383576408,-57.19464531443932,-0.5474811478425813
157,-487.98996740678075,-33.4192506535649,-155.00932012207426,-60.18810676755359,-2.790303770465254
158,-402.5552580921105,-22.82438459474269,-161.18073684435632,-59.576725024585514,-1.7272491885491792
159,-451.21654545976367,-22.47793193369246,-158.13618288645526,-50.8082917643672,-1.3438747771590671
160,-552.3109408192231,-24.30451894669163,-150.6770499534172,-59.3026137669632,-1.521710257269389
161,-483.685524647679,-30.87713075329931,-150.9510339401847,-58.96405387940903,-0.27970298672916705
162,-390.77503932186954,-16.23300707575754,-163.45278501633427,-62.70065585870591,-0.9333987695864415
163,-469.3870293649016,-47.73215333019672,-152.00800234547077,-59.85997165391767,-2.392502491945249
164,-374.2276289993002,-23.12764427984227,-148.47394024944396,-62.70717230005359,-2.101187826754026
165,-399.12827664831804,-23.01763928030008,-149.80935506944357,-70.12020836248094,-1.469019486466141
166,-439.66692775888123,-38.1559747411958,-149.54130817623945,-59.63755530149891,-2.1298228272604764
167,-427.7412225335078,-28.554520576892553,-152.28458774966202,-56.119704151555055,-1.320447795143425
168,-324.23570473019686,-31.04080536194951,-157.06197389319482,-55.45444361409622,-1.9954203999946718
169,-410.82368483857107,-38.715404716423635,-143.8582037750424,-61.45850735098675,-1.7544570818042122
170,-359.69580469938154,-26.702762292980037,-152.30237572312166,-56.44825432806728,-1.9159747020819666
171,-339.2111079068125,-40.12966202650946,-159.47908619948032,-57.931600094887976,-2.296003426706051
172,-345.3547135400299,-30.742918725271867,-142.1810285261521,-55.267674545992094,-3.552792655033965
173,-443.64093703959605,-33.072079342442166,-163.6942753964214,-58.46300180194283,-1.981674284079231
174,-298.7735274878303,-18.664887113195995,-154.86999155279452,-67.07435209193113,-0.9419534531693009
175,-249.26987121703405,-27.12271696674801,-164.2496846113422,-57.95650485986408,-0.6520126829784251
176,-355.57949116715037,-25.78376700307025,-142.46772023196937,-58.79570240248924,-1.018058248680816
177,-321.8597794025141,-22.1229107619989,-140.7109280028161,-60.61699377096025,-1.9409840665280513
178,-397.8387032098879,-30.9176471508265,-159.6042930074913,-56.217463137173375,-2.3469660175965
179,-340.93080576485863,-36.88888945221605,-150.91186657201038,-59.73792375173768,-1.537271531403184
180,-381.86699374898785,-27.879483701736092,-158.86160614624808,-57.66205233659016,-2.1457428436720396
181,-447.2482645696684,-30.55624121877974,-160.0895492160528,-61.9938118694526,-1.6384173683807743
182,-348.44066002888735,-28.062446281785594,-156.98236463790263,-56.605806367267995,-2.2299038737871517
183,-397.474134734634,-36.47844225361033,-159.12743153934403,-60.43691325623339,-2.5544288158719453
184,-403.05841393102696,-20.4964599586631,-152.312527035834,-64.5011539947989,-2.5180930065267937
185,-411.90511670490224,-31.07558077090082,-151.08313452293632,-56.227195495620826,-1.9767504767600732
186,-358.63704717347315,-45.41959965127301,-161.28928462514014,-57.78429197126311,-0.849076941997906
187,-300.42196400718933,-33.86174775442506,-159.21306893920965,-54.687117563739825,-1.658168276773229
188,-339.3736051462525,-10.658474536460119,-145.44157375850398,-61.82889480832529,-3.0659790271625513
189,-302.7294320805124,-26.215254465036693,-161.1988510924745,-56.187802799487855,-1.513378415268946
190,-270.3433299670542,-30.912284589124347,-143.6939575034568,-61.13206024516773,-2.9055450625569663
191,-293.18355748469196,-29.74201715111933,-145.73517169673613,-59.285583587565725,-1.725955484278664
192,-407.7703431034537,-19.023232359715195,-152.02851106203673,-58.33763278515279,-0.4135280746583901
193,-399.12788070299104,-24.695050415005202,-153.92513340340722,-59.484168014391024,-0.9518330006616758
194,-430.1174377929308,-41.5946592763922,-146.7002863417832,-55.89482526233781,-1.9836642718311828
195,-338.7111341935316,-27.051510590100264,-149.21318215824175,-61.199153123200986,-1.379266701444885
196,-333.1919576970717,-33.328758233556414,-145.21105599849483,-58.187254540038026,-3.4147562435994643
197,-340.4685412210071,-30.39659380004549,-145.795842417235,-58.52974494830888,-1.8072134472592356
198,-428.076001169282,-30.039306047629772,-148.10573356933241,-61.86398365338937,-1.7454312697999363
199,-472.6858820575962,-26.872438421201174,-152.54412203431963,-55.8030134360531,-2.0181654523307087
200,-489.36282693131545,-27.97108846416212,-149.73576469380288,-57.1988904511841,-2.044196273013944
201,-347.46244432550935,-35.92743736027095,-158.91622110555468,-59.74821082732254,-2.0660039268822485
202,-430.290072697318,-20.030425925408014,-149.78827066296216,-52.63902571057938,-1.1276186509644686
203,-505.25057323226946,-17.91103902327157,-155.23613477254372,-57.34584161089523,-2.360381274661442
204,-460.9234417709889,-36.056458449955194,-153.2421915837671,-59.74634453067161,-2.0296620506037866
205,-390.1088508703133,-21.485760562202216,-150.34272786071176,-57.19257913951696,-1.1821131431952683
206,-448.682431460476,-42.79642960269268,-156.63711691487094,-60.518167531131134,-1.0291934815890167
207,-328.08476914445663,-38.35781483355351,-159.2881126451726,-57.51909744613218,-1.1558471599006614
208,-376.430164732904,-32.627689534983965,-162.56468521817465,-57.236651384307685,-2.470324184220358
209,-460.39452204066976,-34.78893539429521,-155.2872287042625,-56.05746444453939,-1.972109528127737
210,-419.1392550336035,-32.7313873583184,-141.29297156866778,-56.3491380681239,-1.8303632779123409
211,-357.8778779765855,-35.128888358548835,-144.96787950411587,-58.46555234194491,-2.2099807862712004
212,-353.3370805610392,-30.95516590169591,-149.5739578585794,-67.93257392393434,-2.640827053333873
213,-350.1678683749645,-36.84468541056716,-142.19548261972824,-60.14690078626622,-3.128431318308922
214,-403.22385035110244,-35.57797281038594,-158.8243640034369,-58.420486664575435,-2.368044878557477
215,-421.92242403492014,-34.511087700168474,-159.0577229518847,-60.141329380398155,-1.0101222058196206
216,-301.59757800886354,-29.235729697039048,-150.9394067736252,-53.08772236493215,-2.496399966607133
217,-399.2140762910554,-40.819471488649896,-138.2683659418997,-60.43982700641607,-2.448995251873841
218,-397.5020536429398,-32.60713928202097,-149.13017114929795,-61.072237432405416,-1.5497308295593804
219,-430.05569859493255,-24.48733807575232,-146.53729681027454,-57.15064750208297,-1.7836820672735947
220,-289.2706133765408,-27.730793912877196,-154.15217578549397,-62.104798475584644,-2.1468069691480545
221,-387.7420209802065,-38.882942372884514,-148.6359150147134,-59.80889296961385,-1.865347645729271
222,-297.33245035307647,-37.43337057756708,-139.42675341233996,-59.31993707897606,-3.0306113933166836
223,-467.58583185586735,-30.93083755314391,-153.73324662901638,-58.65644465623015,-1.2540575254653976
224,-472.4469695607055,-36.746847560965485,-139.7623889157849,-50.13587777041361,-0.5187613027024907
225,-335.72422281411804,-24.03072825344104,-165.65857461677072,-62.63050539567721,-2.379576808151751
226,-350.66328439825304,-41.26261973780838,-169.09381663801247,-59.30963505876586,-1.4210760055103233
227,-469.81249528407926,-21.13643173308085,-160.95999845135086,-65.39593143804028,-0.5507123771810563
228,-415.47854788146947,-38.22837104682558,-141.05489830298276,-52.85425678979809,-2.196336390255558
229,-460.3975659483031,-39.34706924673383,-151.7314962766929,-56.59389344566656,-0.9369343035631622
230,-347.6503939371048,-30.038987893118442,-154.42055474132584,-59.044506567092654,-1.7739645064566885
231,-468.0617052749802,-27.50897847295736,-143.03448801345357,-55.58302368347171,-3.8591157102283713
232,-435.2404989311063,-24.670179833323836,-154.42549748288195,-61.765923511174584,-0.324561725135604
233,-337.5209264834058,-31.96093230389151,-155.8040117725143,-53.58385482398672,-2.442303541106787
234,-398.19463135382483,-33.4739919564619,-155.21737289529037,-64.43273761500781,-1.7369399872682525
235,-272.97012024456404,-32.89167590819023,-152.96450206374686,-58.82007337020842,-2.417942136387726
236,-363.4126754821032,-22.26285900079141,-141.27705635930587,-53.40251113083342,-2.787526038257458
237,-394.3190708222619,-24.60517582237109,-151.81783235870688,-59.49046316864542,-1.9042944405194915
238,-402.24089730279206,-29.281660971841255,-158.25449213294422,-61.71849249412197,-1.5205074855648784
239,-437.1970111613167,-31.90966507916991,-146.33844668771948,-62.94239019429144,-0.5264739144065742
240,-420.5574511120944,-34.549809240743535,-169.38444699567273,-56.99870089892631,-0.11036137706387031
241,-409.2891442721527,-26.44569375871365,-148.24172101246666,-61.83613837037609,-2.6719150824260165
242,-374.40697833271724,-6.70547556493416,-154.09576870237277,-55.87664679488346,-2.5764413287307066
243,-454.8137897636262,-28.84287751386795,-157.01528211085403,-55.69137855398947,-0.43273450267077157
244,-252.74790800756426,-33.41154450150134,-151.0742717979064,-63.05561838235123,-1.5248884039830835
245,-399.4662317479919,-20.35534455782354,-147.17957634268222,-55.29996645198873,-3.2001322936035317
246,-491.48069035590004,-47.536782459680026,-151.3033633063467,-58.94126694197669,-3.0754350323080053
247,-493.98302790802336,-25.3783888879938,-146.30171594411328,-57.83402385580889,-2.5668165588439704
248,-479.12921288857166,-38.06627289831164,-163.2344913846235,-58.19941000311194,-1.6223774468588978
249,-290.07042195648563,-27.710859060570137,-158.00630426521028,-56.46997436215929,-1.528769016340533
250,-419.4897629907945,-24.206257578371996,-157.5386054615707,-51.01651875150022,-2.0205363429232785
251,-383.2546877514464,-32.28707287505344,-166.0033492929314,-56.06873014554489,-3.050976324760026
252,-301.26261775799384,-34.76327666255955,-151.18091744539896,-60.01314376445806,-1.5735133838159434
253,-438.9552888346088,-36.46417476896513,-158.9085579722638,-57.66669506773031,-0.5969940053998098
254,-416.240170173276,-37.27872765708892,-142.35825103150623,-57.54334465188795,-2.178543437832307
255,-426.38599328199507,-15.335875849107758,-142.68334512744127,-58.868340694202054,-2.5092735247774454
256,-399.4138009911771,-29.177709674793704,-151.3983392232067,-58.026128989603876,-1.7080706684985771
257,-370.6850832353219,-34.96041153929998,-160.61417499253625,-57.85353980143077,-0.34898864805695445
258,-348.6301874266679,-30.753735089475832,-158.73842773653502,-60.405322939254475,-0.8756207340987683
259,-476.4430227165486,-26.99020130223789,-153.3608966091013,-54.665275426081394,-2.7766629395404276
260,-364.8117378864494,-19.431698152216686,-145.2391335038881,-61.21210154906775,-1.1956645604584821
261,-488.07554944629914,-25.18676118335151,-150.54352556349426,-57.50954466812816,-1.1988994784645022
262,-366.41598174026973,-27.298791088363807,-134.93351536211964,-59.973569074212314,-2.3680317750736175
263,-297.62092810985115,-35.92091652281257,-148.4947503126612,-54.61761189747131,-1.38710268259669
264,-421.6102752243826,-43.571925444745105,-160.92086142119447,-58.87696196403074,-2.6538400558878528
265,-484.2397353396026,-30.028127468327977,-153.054873284733,-56.86224036325026,-1.8095059788224863
266,-385.1967586343176,-44.2761096970964,-153.77055737600963,-58.73374680965249,-3.4598791548533856
267,-316.1457302102971,-38.891297842326296,-156.7413610905798,-58.495302500649935,-1.3678769883972353
268,-403.8877711966718,-21.01372044801139,-165.90281282970935,-54.04001497630625,-1.0006394358782698
269,-449.5869383878236,-44.74553524730562,-145.8642222054829,-55.544962494558355,-0.7249078294798498
270,-462.946153630483,-28.29623717108081,-162.07576890122144,-59.89274370061576,-1.9973262431502319
271,-388.43265487128866,-30.155160139210846,-157.8617401026098,-59.90167146292134,-2.771685144520382
272,-289.8042535372848,-36.98650287673167,-163.37097322540043,-55.194490284940805,-1.5258851710857746
273,-354.9906744431087,-12.105915721748863,-165.37914588061125,-54.06964443828261,-3.2285099872915586
274,-377.07145575482457,-33.2496200074221,-143.95575656281497,-58.64891885487207,-3.2774584474245505
275,-398.1831727517825,-29.91747052157749,-147.7684013166964,-57.303788395480694,-2.50626262805045
276,-317.0238113599594,-31.057936961834628,-145.07867683013367,-60.74105908308266,-2.870465052118532
277,-390.6122365241251,-23.535438840816273,-141.0460753173128,-56.666666104262625,-2.943098257978281
278,-428.74772474889164,-37.10423893277707,-164.477486554744,-55.50870875746892,-2.2069305880293375
279,-429.20572088514257,-22.621990515192948,-147.3630965817632,-61.88947063817646,-3.3383678852006504
280,-410.6742753042288,-29.723662263421083,-147.43179190022343,-57.453670154696866,-3.274915299909232
281,-410.7232808704502,-22.091744992069742,-162.58390491611746,-50.9949086648332,-2.9916883519652666
282,-425.7230797057225,-24.81414992047125,-139.6996964689829,-62.10464094602072,-2.6826770596945466
283,-361.7828913483272,-20.15488127401851,-172.32737313714222,-53.1047233600156,-1.0748694834967905
284,-361.14196438904594,-30.782413563002223,-153.21014087224762,-57.87417973566026,-1.8964021149443693
285,-390.5824242254215,-35.62219272652871,-152.88782084177654,-58.543798333778206,-1.9556879359697183
286,-260.97199230820564,-23.11783990582412,-150.08154128911642,-60.47477904676659,-3.2799108582586225
287,-373.77625523919835,-29.796545964387033,-162.1128755011773,-62.31009704989977,-0.6637605686533362
288,-418.3252211370756,-26.46469206304281,-148.71063784114077,-60.44601261434194,-2.3375422630974025
289,-381.7663924122677,-35.23305629625306,-148.0463437578015,-57.235500265555736,-1.1072450198452959
290,-383.9396683813054,-38.987107486850356,-160.6963778505345,-61.75661979674952,-1.6080730871584874
291,-416.0344334280545,-31.757639657945173,-159.53641565402032,-60.550327462727516,-2.6952695496361034
292,-405.1238914932604,-32.66284629639623,-150.65757190563232,-66.18864257464702,-2.338790031400137
