id,Neighborhood_name,LSOA11CD,LSOA11NM,centroid_distance_m
1063,Croydon,E01001081,Croydon 036D,0.012433955055636303
1064,Croydon,E01001082,Croydon 032E,0.015929942739027172
1065,Croydon,E01001083,Croydon 003A,0.011622797739830647
1066,Croydon,E01001084,Croydon 002A,0.01148961685294163
1067,Croydon,E01001085,Croydon 004A,0.010759450547248195
1068,Croydon,E01001086,Croydon 003B,0.011745081328998713
1069,Croydon,E01001087,Croydon 003C,0.011224613563725318
1070,Croydon,E01001088,Croydon 004B,0.009722960165114368
1071,Croydon,E01001089,Croydon 004C,0.010264033085463056
1072,Croydon,E01001090,Croydon 004D,0.011051327848895237
1073,Croydon,E01001091,Croydon 004E,0.011480961774078867
1074,Croydon,E01001092,Croydon 037B,0.011727396414936234
1075,Croydon,E01001093,Croydon 037C,0.011816239083534458
1076,Croydon,E01001094,Croydon 038E,0.012192627770703015
1077,Croydon,E01001095,Croydon 031D,0.011856031586719926
1078,Croydon,E01001096,Croydon 037D,0.01210381740427224
1079,Croydon,E01001097,Croydon 037E,0.011904433076026366
1080,Croydon,E01001098,Croydon 037F,0.012152217027810046
1081,Croydon,E01001099,Croydon 040D,0.011851157169336487
1082,Croydon,E01001100,Croydon 031E,0.011607200438006083
1083,Croydon,E01001101,Croydon 035B,0.012425839636111519
1084,Croydon,E01001102,Croydon 035C,0.012546280496138078
1085,Croydon,E01001103,Croydon 039A,0.01239345627019335
1086,Croydon,E01001104,Croydon 042D,0.01175634792154085
1087,Croydon,E01001105,Croydon 039B,0.011782319154265882
1088,Croydon,E01001106,Croydon 039C,0.01279602362505112
1089,Croydon,E01001107,Croydon 035D,0.011452583404478363
1090,Croydon,E01001108,Croydon 035E,0.012285318226015684
1091,Croydon,E01001109,Croydon 013B,0.010722967994474319
1092,Croydon,E01001110,Croydon 020D,0.010391563319720012
1093,Croydon,E01001111,Croydon 010D,0.011482741060587488
1094,Croydon,E01001112,Croydon 013C,0.010669613582956889
1095,Croydon,E01001113,Croydon 013D,0.011078488925623794
1096,Croydon,E01001114,Croydon 013E,0.011142567555234479
1097,Croydon,E01001115,Croydon 015B,0.010868148073947228
1098,Croydon,E01001116,Croydon 013F,0.011029882324381098
1099,Croydon,E01001117,Croydon 015C,0.010281304350760335
1100,Croydon,E01001118,Croydon 020E,0.010318075220426038
1101,Croydon,E01001119,Croydon 034G,0.01296540815657064
1102,Croydon,E01001120,Croydon 033A,0.012065807426001355
1103,Croydon,E01001121,Croydon 039D,0.012804644056044881
1104,Croydon,E01001122,Croydon 033B,0.010323131944239996
1105,Croydon,E01001123,Croydon 033C,0.011302078080559046
1106,Croydon,E01001124,Croydon 033D,0.011857311549882838
1107,Croydon,E01001125,Croydon 033E,0.012520067885037508
1108,Croydon,E01001126,Croydon 034H,0.012082332325558552
1109,Croydon,E01001127,Croydon 025A,0.013581230047085557
1110,Croydon,E01001128,Croydon 025B,0.016521734912004156
1111,Croydon,E01001129,Croydon 026D,0.012030857071889802
1112,Croydon,E01001130,Croydon 025C,0.01949286332294418
1113,Croydon,E01001131,Croydon 018C,0.012472833735935336
1114,Croydon,E01001132,Croydon 018D,0.014386624230825783
1115,Croydon,E01001133,Croydon 026E,0.01410676979760287
1116,Croydon,E01001134,Croydon 018E,0.014668219772802964
1117,Croydon,E01001135,Croydon 025D,0.012204224078247134
1118,Croydon,E01001136,Croydon 007A,0.011548054472075239
1119,Croydon,E01001137,Croydon 001A,0.011436588883953814
1120,Croydon,E01001138,Croydon 001B,0.011753337679806838
1121,Croydon,E01001139,Croydon 007B,0.011263947213264338
1122,Croydon,E01001140,Croydon 007C,0.011363167282297781
1123,Croydon,E01001141,Croydon 008A,0.011548276486733103
1124,Croydon,E01001142,Croydon 007D,0.011727513209296008
1125,Croydon,E01001143,Croydon 008B,0.011579889763114607
1126,Croydon,E01001144,Croydon 007E,0.01120659929460965
1127,Croydon,E01001145,Croydon 008C,0.011450036475119708
1128,Croydon,E01001146,Croydon 006A,0.011510258971758716
1129,Croydon,E01001147,Croydon 005A,0.011974343974087162
1130,Croydon,E01001148,Croydon 005B,0.011914437899268646
1131,Croydon,E01001149,Croydon 006B,0.011101817371139244
1132,Croydon,E01001150,Croydon 006C,0.011476365920710907
1133,Croydon,E01001151,Croydon 005C,0.012014968561694138
1134,Croydon,E01001152,Croydon 005D,0.0116437291471332
1135,Croydon,E01001153,Croydon 006D,0.011283992491238425
1136,Croydon,E01001154,Croydon 006E,0.010979145079959953
1137,Croydon,E01001155,Croydon 010E,0.011238221951246201
1138,Croydon,E01001156,Croydon 001C,0.010847008850588253
1139,Croydon,E01001157,Croydon 002B,0.011799897253762898
1140,Croydon,E01001158,Croydon 005E,0.011393178662648856
1141,Croydon,E01001159,Croydon 002C,0.011848572035470043
1142,Croydon,E01001160,Croydon 002D,0.012299070718317297
1143,Croydon,E01001161,Croydon 003D,0.01162098608769892
1144,Croydon,E01001162,Croydon 001D,0.011247555067545953
1145,Croydon,E01001163,Croydon 002E,0.01130985887332099
1146,Croydon,E01001164,Croydon 001E,0.01135885910462363
1147,Croydon,E01001165,Croydon 024C,0.011288450362299198
1148,Croydon,E01001166,Croydon 024D,0.011070240858460036
1149,Croydon,E01001167,Croydon 028A,0.011397935788456685
1150,Croydon,E01001168,Croydon 024E,0.010862824266055721
1151,Croydon,E01001169,Croydon 028B,0.011417539983870802
1152,Croydon,E01001170,Croydon 027E,0.011464015664121993
1153,Croydon,E01001171,Croydon 028C,0.011577990093392528
1154,Croydon,E01001172,Croydon 028D,0.011556133814016076
1155,Croydon,E01001173,Croydon 028E,0.01095889932350836
1156,Croydon,E01001174,Croydon 011A,0.011232697190735884
1157,Croydon,E01001175,Croydon 011B,0.01161407173978488
1158,Croydon,E01001176,Croydon 011C,0.011309093705341637
1159,Croydon,E01001177,Croydon 016C,0.011190291553476612
1160,Croydon,E01001178,Croydon 015D,0.011151996918081854
1161,Croydon,E01001179,Croydon 016D,0.010897147794185267
1162,Croydon,E01001180,Croydon 016E,0.010598752233053257
1163,Croydon,E01001181,Croydon 015E,0.010643972925515716
1164,Croydon,E01001182,Croydon 011D,0.011935404317314892
1165,Croydon,E01001183,Croydon 011E,0.01154435569533399
1166,Croydon,E01001184,Croydon 011F,0.011505832356939305
1167,Croydon,E01001185,Croydon 014B,0.010770197053739222
1168,Croydon,E01001186,Croydon 014C,0.010824788420803429
1169,Croydon,E01001187,Croydon 017E,0.01093298086425992
1170,Croydon,E01001188,Croydon 014D,0.010646056200342261
1171,Croydon,E01001189,Croydon 045B,0.011101266253395149
1172,Croydon,E01001190,Croydon 045C,0.011463762118702668
1173,Croydon,E01001191,Croydon 008D,0.010843155635501983
1174,Croydon,E01001192,Croydon 008E,0.01121504705365118
1175,Croydon,E01001193,Croydon 014E,0.010950692904755215
1176,Croydon,E01001194,Croydon 045D,0.010888506752184411
1177,Ealing,E01001195,Ealing 021A,0.01210539368189608
1178,Ealing,E01001196,Ealing 015A,0.012123180188739244
1179,Ealing,E01001197,Ealing 021B,0.011991318353965962
1180,Ealing,E01001198,Ealing 021C,0.012250125796860604
1181,Ealing,E01001199,Ealing 021D,0.012171420184842366
1182,Ealing,E01001200,Ealing 025A,0.011964666786337348
1183,Ealing,E01001201,Ealing 025B,0.012106815416210047
1184,Ealing,E01001202,Ealing 025C,0.012106294590413343
1185,Ealing,E01001203,Ealing 025D,0.011870538158545647
1186,Ealing,E01001204,Ealing 018A,0.011957810274288987
1187,Ealing,E01001205,Ealing 018B,0.01203783660254965
1188,Ealing,E01001206,Ealing 018C,0.011936049433619091
1189,Ealing,E01001207,Ealing 018D,0.0119335157368592
1190,Ealing,E01001208,Ealing 018E,0.012193455026594444
1191,Ealing,E01001209,Ealing 013A,0.01230868963628929
1192,Ealing,E01001210,Ealing 016A,0.012057558657279754
1193,Ealing,E01001211,Ealing 013B,0.01199910697954307
1194,Ealing,E01001212,Ealing 018F,0.011859059233138713
1195,Ealing,E01001213,Ealing 023A,0.012318180544586495
1196,Ealing,E01001214,Ealing 023B,0.011990061703620625
1197,Ealing,E01001215,Ealing 023C,0.012659049516670046
1198,Ealing,E01001216,Ealing 023D,0.012463062460143507
1199,Ealing,E01001217,Ealing 014A,0.011700608713382148
1200,Ealing,E01001218,Ealing 012A,0.012243393013047627
1201,Ealing,E01001219,Ealing 029A,0.011878853863019354
1202,Ealing,E01001220,Ealing 029B,0.012350393112860918
1203,Ealing,E01001221,Ealing 020A,0.01217884979144442
1204,Ealing,E01001222,Ealing 019A,0.0118319082941428
1205,Ealing,E01001223,Ealing 020B,0.011894197417238093
1206,Ealing,E01001224,Ealing 019B,0.011674989745044979
1207,Ealing,E01001225,Ealing 020C,0.011727163759612228
1208,Ealing,E01001226,Ealing 019C,0.011656160237066879
1209,Ealing,E01001227,Ealing 019D,0.011660124505763352
1210,Ealing,E01001228,Ealing 019E,0.011546634001552893
1211,Ealing,E01001229,Ealing 031A,0.012204083291321813
1212,Ealing,E01001230,Ealing 031B,0.012976284671756473
1213,Ealing,E01001231,Ealing 027A,0.012399000870998003
1214,Ealing,E01001232,Ealing 031C,0.012830660449122221
1215,Ealing,E01001233,Ealing 031D,0.011865323112554211
1216,Ealing,E01001234,Ealing 027B,0.012650068610396116
1217,Ealing,E01001235,Ealing 020D,0.012280783483435644
1218,Ealing,E01001236,Ealing 020E,0.012910182893580056
1219,Ealing,E01001237,Ealing 031E,0.01338434420642458
1220,Ealing,E01001238,Ealing 015B,0.012104122600863628
1221,Ealing,E01001239,Ealing 015C,0.011697049489327035
1222,Ealing,E01001240,Ealing 024A,0.012023798527595922
1223,Ealing,E01001241,Ealing 024B,0.01182241131102628
1224,Ealing,E01001242,Ealing 024C,0.011914965526392542
1225,Ealing,E01001243,Ealing 024D,0.011947764014013575
1226,Ealing,E01001244,Ealing 024E,0.011998203016935518
1227,Ealing,E01001245,Ealing 024F,0.012152719653828747
1228,Ealing,E01001246,Ealing 015D,0.012006782952288637
1229,Ealing,E01001247,Ealing 015E,0.01222214332329782
1230,Ealing,E01001248,Ealing 035A,0.01186394139258463
1231,Ealing,E01001249,Ealing 028A,0.011979552313208476
1232,Ealing,E01001250,Ealing 028B,0.012166589624280163
1233,Ealing,E01001251,Ealing 030A,0.012291776886221078
1234,Ealing,E01001252,Ealing 030B,0.012206326967797831
1235,Ealing,E01001253,Ealing 030C,0.012156428689597855
1236,Ealing,E01001254,Ealing 030D,0.012298985878379227
1237,Ealing,E01001255,Ealing 028C,0.012011107761962098
1238,Ealing,E01001257,Ealing 008A,0.0121554677410152
1239,Ealing,E01001258,Ealing 010B,0.01219904848261151
1240,Ealing,E01001259,Ealing 014B,0.011838479567133596
1241,Ealing,E01001260,Ealing 012B,0.011786258711338695
1242,Ealing,E01001261,Ealing 012C,0.012269208148290875
1243,Ealing,E01001262,Ealing 010C,0.01257867990328681
1244,Ealing,E01001263,Ealing 010D,0.012386908102721354
1245,Ealing,E01001264,Ealing 010E,0.012302706949202375
1246,Ealing,E01001265,Ealing 006A,0.01261677237463185
1247,Ealing,E01001266,Ealing 006B,0.011995916318957918
1248,Ealing,E01001267,Ealing 006C,0.011824434420058634
1249,Ealing,E01001268,Ealing 012D,0.011760844340323215
1250,Ealing,E01001269,Ealing 001A,0.013174473252274032
1251,Ealing,E01001270,Ealing 004A,0.012910458097525526
1252,Ealing,E01001271,Ealing 001B,0.012954131063714226
1253,Ealing,E01001272,Ealing 006D,0.012500063693987127
1254,Ealing,E01001273,Ealing 020F,0.011787815881813254
1255,Ealing,E01001274,Ealing 020G,0.011693683298317513
1256,Ealing,E01001275,Ealing 020H,0.011721217077481841
1257,Ealing,E01001276,Ealing 011A,0.012690019450407104
1258,Ealing,E01001277,Ealing 011B,0.01217398460971083
1259,Ealing,E01001278,Ealing 011C,0.012132629657479785
1260,Ealing,E01001279,Ealing 013C,0.012211278894956303
1261,Ealing,E01001280,Ealing 011D,0.012053738490700001
1262,Ealing,E01001281,Ealing 013D,0.012144336918264397
1263,Ealing,E01001282,Ealing 016B,0.012179413428635915
1264,Ealing,E01001283,Ealing 016C,0.012320700878911768
1265,Ealing,E01001284,Ealing 022A,0.01240041060206712
1266,Ealing,E01001285,Ealing 016D,0.012378283693190136
1267,Ealing,E01001286,Ealing 016E,0.01220200848428028
1268,Ealing,E01001287,Ealing 016F,0.012344553007954057
1269,Ealing,E01001288,Ealing 022B,0.012249056609497265
1270,Ealing,E01001289,Ealing 022C,0.012170402491064606
1271,Ealing,E01001290,Ealing 022D,0.01237401226000549
1272,Ealing,E01001291,Ealing 014C,0.011683765000033906
1273,Ealing,E01001292,Ealing 014D,0.011954686193441887
1274,Ealing,E01001293,Ealing 014E,0.011443258084111408
1275,Ealing,E01001294,Ealing 017A,0.011206552527425348
1276,Ealing,E01001295,Ealing 017B,0.011134727931122244
1277,Ealing,E01001296,Ealing 017C,0.011497464480040822
1278,Ealing,E01001297,Ealing 017D,0.01170046664554349
1279,Ealing,E01001298,Ealing 017E,0.011930929244166078
1280,Ealing,E01001299,Ealing 035B,0.011777076169905643
1281,Ealing,E01001300,Ealing 039A,0.011494623594664004
1282,Ealing,E01001301,Ealing 039B,0.011733007485188636
1283,Ealing,E01001302,Ealing 039C,0.011711243770093123
1284,Ealing,E01001303,Ealing 032A,0.011481185149226539
1285,Ealing,E01001304,Ealing 039D,0.01149813595030618
1286,Ealing,E01001305,Ealing 035C,0.011891014684643427
1287,Ealing,E01001306,Ealing 035D,0.011630578351080851
1288,Ealing,E01001307,Ealing 002A,0.01246957042194684
1289,Ealing,E01001308,Ealing 002B,0.012490084001629907
1290,Ealing,E01001309,Ealing 001C,0.012676054254251248
1291,Ealing,E01001310,Ealing 001D,0.012759910639529751
1292,Ealing,E01001311,Ealing 001E,0.012875187517562633
1293,Ealing,E01001312,Ealing 002C,0.012303422943380934
1294,Ealing,E01001313,Ealing 002D,0.012721781976731433
1295,Ealing,E01001314,Ealing 002E,0.01211372502064607
1296,Ealing,E01001315,Ealing 003A,0.012962915835466524
1297,Ealing,E01001316,Ealing 003B,0.012643391739180398
1298,Ealing,E01001317,Ealing 003C,0.011305126266419583
1299,Ealing,E01001318,Ealing 003D,0.012155220006848938
1300,Ealing,E01001319,Ealing 004B,0.012689999283237963
1301,Ealing,E01001320,Ealing 003E,0.01121078100804506
1302,Ealing,E01001321,Ealing 003F,0.011714103827073694
1303,Ealing,E01001322,Ealing 004C,0.01247313443819014
1304,Ealing,E01001323,Ealing 004D,0.011916118810928841
1305,Ealing,E01001324,Ealing 008B,0.0116304763663509
1306,Ealing,E01001325,Ealing 009A,0.011102829258759496
1307,Ealing,E01001326,Ealing 008C,0.011398357846022009
1308,Ealing,E01001327,Ealing 009B,0.010779372865786773
1309,Ealing,E01001328,Ealing 009C,0.010913060192887772
1310,Ealing,E01001329,Ealing 009D,0.01124690818262101
1311,Ealing,E01001330,Ealing 008D,0.011008513854427105
1312,Ealing,E01001331,Ealing 009E,0.010628217551342536
1313,Ealing,E01001332,Ealing 008E,0.010825443720516735
1314,Ealing,E01001333,Ealing 038A,0.01275612111051152
1315,Ealing,E01001334,Ealing 029C,0.012488211667479153
1316,Ealing,E01001335,Ealing 038B,0.012489812676352366
1317,Ealing,E01001336,Ealing 038C,0.012714106447618816
1318,Ealing,E01001337,Ealing 029D,0.012175877716602782
1319,Ealing,E01001338,Ealing 029E,0.012631773368860207
1320,Ealing,E01001339,Ealing 029F,0.012636377313692961
1321,Ealing,E01001340,Ealing 029G,0.012502192479261508
1322,Ealing,E01001341,Ealing 005A,0.01217057685453922
1323,Ealing,E01001342,Ealing 005B,0.012441536654132347
1324,Ealing,E01001343,Ealing 005C,0.01226758402727333
1325,Ealing,E01001344,Ealing 007A,0.012073569684237012
1326,Ealing,E01001345,Ealing 005D,0.012293616977008759
1327,Ealing,E01001346,Ealing 007B,0.011894365254988205
1328,Ealing,E01001347,Ealing 007C,0.012448398029856969
1329,Ealing,E01001348,Ealing 007D,0.012100290674683998
1330,Ealing,E01001349,Ealing 006E,0.011784398045200853
1331,Ealing,E01001350,Ealing 027C,0.012105835421506533
1332,Ealing,E01001351,Ealing 025E,0.012287606910529271
1333,Ealing,E01001352,Ealing 027D,0.01259540097751067
1334,Ealing,E01001353,Ealing 033A,0.012109494374555671
1335,Ealing,E01001354,Ealing 027E,0.01247801857918107
1336,Ealing,E01001355,Ealing 033B,0.011577107201580915
1337,Ealing,E01001356,Ealing 033C,0.01183727201662519
1338,Ealing,E01001357,Ealing 033D,0.011541485215753575
1339,Ealing,E01001358,Ealing 033E,0.011612295719265659
1340,Ealing,E01001359,Ealing 026A,0.01264021984781446
1341,Ealing,E01001360,Ealing 026B,0.013002713983668273
1342,Ealing,E01001361,Ealing 023E,0.012743086798317855
1343,Ealing,E01001362,Ealing 026C,0.013340089124190315
1344,Ealing,E01001363,Ealing 026D,0.012765965465736145
1345,Ealing,E01001364,Ealing 026E,0.01256039042263472
1346,Ealing,E01001365,Ealing 026F,0.012826633565681905
1347,Ealing,E01001366,Ealing 037A,0.012570773273367612
1348,Ealing,E01001367,Ealing 037B,0.013103875607661892
1349,Ealing,E01001368,Ealing 037C,0.012578661183163788
1350,Ealing,E01001369,Ealing 038D,0.012767114929845055
1351,Ealing,E01001370,Ealing 037D,0.012324439194458163
1352,Ealing,E01001371,Ealing 037E,0.013142475054469315
1353,Ealing,E01001372,Ealing 037F,0.013317691201181765
1354,Ealing,E01001373,Ealing 037G,0.012905813389681752
1355,Ealing,E01001374,Ealing 040A,0.011396576998395299
1356,Ealing,E01001375,Ealing 034A,0.011548213241008026
1357,Ealing,E01001376,Ealing 040B,0.011461115016658254
1358,Ealing,E01001377,Ealing 034B,0.011595875776947553
1359,Ealing,E01001379,Ealing 034C,0.011447228838062266
1360,Ealing,E01001380,Ealing 040C,0.011733365148813788
1361,Ealing,E01001381,Ealing 034D,0.011736162404436475
1362,Ealing,E01001382,Ealing 032B,0.011788832024671557
1363,Ealing,E01001383,Ealing 028D,0.01193028897029148
1364,Ealing,E01001384,Ealing 032C,0.011647963162460988
1365,Ealing,E01001385,Ealing 032D,0.011661501865559896
1366,Ealing,E01001386,Ealing 031F,0.012278777686382972
1367,Ealing,E01001387,Ealing 032E,0.011843983606080792
1368,Ealing,E01001388,Ealing 028E,0.011788425043227762
1369,Ealing,E01001389,Ealing 028F,0.011976764933033063
1370,Enfield,E01001390,Enfield 036A,0.011802779035421348
1371,Enfield,E01001391,Enfield 036B,0.012320601600521392
1372,Enfield,E01001392,Enfield 032A,0.011543058810195333
1373,Enfield,E01001393,Enfield 036C,0.012259467431910009
1374,Enfield,E01001394,Enfield 035A,0.012134815165845988
1375,Enfield,E01001395,Enfield 035B,0.012371423379098296
1376,Enfield,E01001396,Enfield 036D,0.011924566873089133
1377,Enfield,E01001397,Enfield 035C,0.012397095258517054
1378,Enfield,E01001398,Enfield 021A,0.012052520109661598
1379,Enfield,E01001399,Enfield 021B,0.012108317477131923
1380,Enfield,E01001400,Enfield 021C,0.011928191856763349
1381,Enfield,E01001401,Enfield 016A,0.012243596142398961
1382,Enfield,E01001402,Enfield 021D,0.011753454506506264
1383,Enfield,E01001403,Enfield 021E,0.011815271525305983
1384,Enfield,E01001404,Enfield 026A,0.011989691540586189
1385,Enfield,E01001405,Enfield 015A,0.012150430517301917
1386,Enfield,E01001406,Enfield 015B,0.012540009963047459
1387,Enfield,E01001407,Enfield 005A,0.011444369813894647
1388,Enfield,E01001408,Enfield 004A,0.011777905971523332
1389,Enfield,E01001409,Enfield 005B,0.011334813215358286
1390,Enfield,E01001410,Enfield 005C,0.011138634580564489
1391,Enfield,E01001411,Enfield 004B,0.011769884375172701
1392,Enfield,E01001412,Enfield 004C,0.012387953258151617
1393,Enfield,E01001413,Enfield 004D,0.011544427865589608
1394,Enfield,E01001414,Enfield 004E,0.011417261794491542
1395,Enfield,E01001415,Enfield 011A,0.011190224034615538
1396,Enfield,E01001416,Enfield 013A,0.012112647555116537
1397,Enfield,E01001417,Enfield 011B,0.011767853853501865
1398,Enfield,E01001418,Enfield 011C,0.011003294508015904
1399,Enfield,E01001419,Enfield 020A,0.011461592241966887
1400,Enfield,E01001420,Enfield 020B,0.011472310259149162
1401,Enfield,E01001421,Enfield 020C,0.011400318796528577
1402,Enfield,E01001422,Enfield 011D,0.011514708332854695
1403,Enfield,E01001423,Enfield 027A,0.012154659976913632
1404,Enfield,E01001424,Enfield 030A,0.012288013361897918
1405,Enfield,E01001425,Enfield 027B,0.01098090858323793
1406,Enfield,E01001426,Enfield 030B,0.013081871827790173
1407,Enfield,E01001427,Enfield 030C,0.012385193692720915
1408,Enfield,E01001428,Enfield 027C,0.011818617903374616
1409,Enfield,E01001429,Enfield 030D,0.011731543628221253
1410,Enfield,E01001430,Enfield 030E,0.010783014733179906
1411,Enfield,E01001431,Enfield 033A,0.011688450332540307
1412,Enfield,E01001432,Enfield 033B,0.011262191518419878
1413,Enfield,E01001433,Enfield 007A,0.011801876270460024
1414,Enfield,E01001434,Enfield 007B,0.011998799880656826
1415,Enfield,E01001435,Enfield 007C,0.011367806539033574
1416,Enfield,E01001436,Enfield 007D,0.011578451781054802
1417,Enfield,E01001437,Enfield 014A,0.011797816821948094
1418,Enfield,E01001438,Enfield 007E,0.011872640940319415
1419,Enfield,E01001439,Enfield 006A,0.011213287761424351
1420,Enfield,E01001440,Enfield 012A,0.011534697197968291
1421,Enfield,E01001441,Enfield 006B,0.011546461773233069
1422,Enfield,E01001442,Enfield 002A,0.011528408843241038
1423,Enfield,E01001444,Enfield 001A,0.011954218887303927
1424,Enfield,E01001445,Enfield 003B,0.011392114087349178
1425,Enfield,E01001446,Enfield 001B,0.012018547410548497
1426,Enfield,E01001447,Enfield 003C,0.011855152933882698
1427,Enfield,E01001448,Enfield 003D,0.011794611704356191
1428,Enfield,E01001449,Enfield 003E,0.011596819675979296
1429,Enfield,E01001450,Enfield 015C,0.011742756964690246
1430,Enfield,E01001451,Enfield 017A,0.011421333900210539
1431,Enfield,E01001452,Enfield 017B,0.012124151702068061
1432,Enfield,E01001453,Enfield 017C,0.011504748895904268
1433,Enfield,E01001454,Enfield 017D,0.012432420138999773
1434,Enfield,E01001455,Enfield 021F,0.01191837703923736
1435,Enfield,E01001456,Enfield 022A,0.011883735871676598
1436,Enfield,E01001457,Enfield 010A,0.011656442908886776
1437,Enfield,E01001458,Enfield 037A,0.012139809238083443
1438,Enfield,E01001459,Enfield 024A,0.01240080616603895
1439,Enfield,E01001460,Enfield 024B,0.011855325424342037
1440,Enfield,E01001461,Enfield 027D,0.011936456465571225
1441,Enfield,E01001462,Enfield 024C,0.012010786927669796
1442,Enfield,E01001463,Enfield 031A,0.011877643371404456
1443,Enfield,E01001464,Enfield 027E,0.012107390703164784
1444,Enfield,E01001465,Enfield 031B,0.011669423782342205
1445,Enfield,E01001466,Enfield 031C,0.011285877927622538
1446,Enfield,E01001467,Enfield 031D,0.011442332238872067
1447,Enfield,E01001468,Enfield 010B,0.01093536310926851
1448,Enfield,E01001469,Enfield 008A,0.011287522760881597
1449,Enfield,E01001470,Enfield 013B,0.011463173766549073
1450,Enfield,E01001471,Enfield 010C,0.011248316411311745
1451,Enfield,E01001472,Enfield 010D,0.011919235361858828
1452,Enfield,E01001473,Enfield 013C,0.011509958819225775
1453,Enfield,E01001474,Enfield 010E,0.011723180470603008
1454,Enfield,E01001475,Enfield 013D,0.011366912404132113
1455,Enfield,E01001476,Enfield 018A,0.011490842635058623
1456,Enfield,E01001477,Enfield 018B,0.011262841468353232
1457,Enfield,E01001478,Enfield 016B,0.012093438918824391
1458,Enfield,E01001479,Enfield 023A,0.01217803369053141
1459,Enfield,E01001480,Enfield 024D,0.012181101404269448
1460,Enfield,E01001481,Enfield 018C,0.011959138031692445
1461,Enfield,E01001482,Enfield 023B,0.011995598743532544
1462,Enfield,E01001483,Enfield 025A,0.011812058427269642
1463,Enfield,E01001484,Enfield 016C,0.012066398634166833
1464,Enfield,E01001485,Enfield 025B,0.01099368112917318
1465,Enfield,E01001486,Enfield 025C,0.01247181090896138
1466,Enfield,E01001487,Enfield 023C,0.012205927779955111
1467,Enfield,E01001488,Enfield 024E,0.012279276706025985
1468,Enfield,E01001489,Enfield 023D,0.011730758933220984
1469,Enfield,E01001491,Enfield 023E,0.011706382929139593
1470,Enfield,E01001492,Enfield 025E,0.011931596147504744
1471,Enfield,E01001493,Enfield 026B,0.012699483739811812
1472,Enfield,E01001494,Enfield 026C,0.012151314183936177
1473,Enfield,E01001495,Enfield 029A,0.012448983821573728
1474,Enfield,E01001496,Enfield 026D,0.011915144584414615
1475,Enfield,E01001497,Enfield 031E,0.011799595095562878
1476,Enfield,E01001498,Enfield 029B,0.011739083086913488
1477,Enfield,E01001499,Enfield 031F,0.012002018967231336
1478,Enfield,E01001500,Enfield 035D,0.012506695303128064
1479,Enfield,E01001501,Enfield 036E,0.012463352840925713
1480,Enfield,E01001502,Enfield 018D,0.011825308203405327
1481,Enfield,E01001503,Enfield 018E,0.012117363078957171
1482,Enfield,E01001504,Enfield 012B,0.010942363945448568
1483,Enfield,E01001505,Enfield 012C,0.010984843283674817
1484,Enfield,E01001506,Enfield 014B,0.011505959494289092
1485,Enfield,E01001507,Enfield 012D,0.011422702107612818
1486,Enfield,E01001508,Enfield 012E,0.011772807141693653
1487,Enfield,E01001509,Enfield 014C,0.011446896485384625
1488,Enfield,E01001510,Enfield 014D,0.011666126007206335
1489,Enfield,E01001511,Enfield 016D,0.011779718229454039
1490,Enfield,E01001512,Enfield 015D,0.011544793969253517
1491,Enfield,E01001513,Enfield 012F,0.011542726333547334
1492,Enfield,E01001514,Enfield 016E,0.012243907798318179
1493,Enfield,E01001515,Enfield 015E,0.01247189746201938
1494,Enfield,E01001516,Enfield 005D,0.0115146992522317
1495,Enfield,E01001517,Enfield 006C,0.011503968586212807
1496,Enfield,E01001518,Enfield 016F,0.011748351701341048
1497,Enfield,E01001519,Enfield 020D,0.012324002709268407
1498,Enfield,E01001520,Enfield 019A,0.01238633632021206
1499,Enfield,E01001521,Enfield 028A,0.012597320050576096
1500,Enfield,E01001522,Enfield 019B,0.011994778455574276
1501,Enfield,E01001523,Enfield 019C,0.012159677713862133
1502,Enfield,E01001524,Enfield 019D,0.012124037460794908
1503,Enfield,E01001525,Enfield 020E,0.011874267268571654
1504,Enfield,E01001526,Enfield 019E,0.012253913087811343
1505,Enfield,E01001527,Enfield 036F,0.012041877572169032
1506,Enfield,E01001528,Enfield 032B,0.011416746725241091
1507,Enfield,E01001529,Enfield 032C,0.01222029335028483
1508,Enfield,E01001530,Enfield 032D,0.011899151912448974
1509,Enfield,E01001531,Enfield 028B,0.012653334123272393
1510,Enfield,E01001532,Enfield 028C,0.012452698094066997
1511,Enfield,E01001533,Enfield 028D,0.011808498998326795
1512,Enfield,E01001534,Enfield 032E,0.011965089823774186
1513,Enfield,E01001535,Enfield 028E,0.011767539102800859
1514,Enfield,E01001536,Enfield 008B,0.012342902179780008
1515,Enfield,E01001537,Enfield 005E,0.011337114298734153
1516,Enfield,E01001538,Enfield 009A,0.011652269079395676
1517,Enfield,E01001539,Enfield 009B,0.01194947092654534
1518,Enfield,E01001540,Enfield 008C,0.012366033382552431
1519,Enfield,E01001541,Enfield 008D,0.012685615712524466
1520,Enfield,E01001542,Enfield 008E,0.012327073299810752
1521,Enfield,E01001543,Enfield 009C,0.012140997643136388
1522,Enfield,E01001544,Enfield 009D,0.012193099062303113
1523,Enfield,E01001545,Enfield 002B,0.011862773139046342
1524,Enfield,E01001546,Enfield 001C,0.011606710721473701
1525,Enfield,E01001547,Enfield 002C,0.011314437023903475
1526,Enfield,E01001548,Enfield 002D,0.011511608024746494
1527,Enfield,E01001549,Enfield 006D,0.011407672870468325
