LSOA11CD,LSOA11NM,population_2021
E01002626,Hounslow 004C,2307.76081025155
E01002627,Hounslow 004D,1446.48981567845
E01002628,Hounslow 011D,2288.93048229494
E01002629,Hounslow 011E,2827.13157578537
E01002630,Hounslow 012A,2003.88215717673
E01002631,Hounslow 004E,1901.45689064264
E01002632,Hounslow 010C,1964.4193849368
E01002633,Hounslow 005A,2203.75928324614
E01002634,Hounslow 005B,1685.00068949535
E01002635,Hounslow 010D,2032.23328731211
E01002636,Hounslow 010E,2127.12077401578
E01002637,Hounslow 005C,1719.39707966055
E01002638,Hounslow 005D,2340.8815828771
E01002639,Hounslow 012B,1884.20287156105
E01002640,Hounslow 012C,2560.40200656652
E01002641,Hounslow 018A,2656.34691232443
E01002642,Hounslow 015A,3899.6932015121
E01002643,Hounslow 015B,2808.20557750762
E01002645,Hounslow 015C,2387.35828831792
E01002646,Hounslow 017B,2130.91678351164
E01002647,Hounslow 021A,2377.3953191638
E01002648,Hounslow 018C,3071.65824872255
E01002649,Hounslow 018D,2221.67575192451
E01002650,Hounslow 021B,3019.97386648468
E01002651,Hounslow 021C,1843.13262677193
E01002652,Hounslow 021D,1932.32044258714
E01002653,Hounslow 019A,2082.84633417428
E01002654,Hounslow 019B,1970.35303342342
E01002655,Hounslow 019C,1950.19211293757
E01002656,Hounslow 019D,1151.01587817073
E01002657,Hounslow 018E,1955.45338964462
E01002658,Hounslow 015D,1593.1419377923
E01002659,Hounslow 019E,1499.98226420581
E01002660,Hounslow 016C,2285.35944750905
E01002661,Hounslow 016D,2377.44043201208
E01002662,Hounslow 017C,2466.435569942
E01002663,Hounslow 017D,1948.79645603895
E01002664,Hounslow 017E,3431.91635471582
E01002665,Hounslow 016E,1826.3666857183
E01002666,Hounslow 021E,1824.59014073014
E01002667,Hounslow 020A,1898.69680033997
E01002668,Hounslow 014A,2166.36757627502
E01002669,Hounslow 014B,1918.00111441314
E01002670,Hounslow 020B,1972.76720501482
E01002671,Hounslow 020C,1938.41551710665
E01002672,Hounslow 020D,1665.79199109972
E01002673,Hounslow 020E,1652.07912060618
E01002674,Hounslow 012D,1843.28917760402
E01002675,Hounslow 009A,2536.11275753379
E01002676,Hounslow 012E,1811.85451291057
E01002677,Hounslow 015E,1887.97871850431
E01002678,Hounslow 009B,2121.76023823494
E01002679,Hounslow 009C,2105.35212947056
E01002680,Hounslow 009D,2430.61080902815
E01002681,Hounslow 014C,2368.60033753514
E01002682,Hounslow 014D,2555.21481253358
E01002683,Hounslow 014E,3072.95961692929
E01002684,Hounslow 006D,3410.35512681305
E01002686,Hounslow 006E,2103.8458830227
E01002687,Hounslow 029A,1811.40640714765
E01002689,Hounslow 007E,1636.12499162555
E01002690,Hounslow 007F,1444.91864770651
E01002691,Hounslow 029B,2072.08737173676
E01002692,Hounslow 029C,1754.03619035333
E01002693,Hounslow 029D,1668.36659413576
E01002694,Islington 019A,1291.63267254829
E01002695,Islington 021A,1593.36454278231
E01002696,Islington 020A,1701.50630700588
E01002697,Islington 019B,1978.32316756248
E01002698,Islington 017A,1863.532992661
E01002699,Islington 017B,1453.99000740051
E01002700,Islington 017C,1821.15413045883
E01002701,Islington 023A,1719.5945366621
E01002702,Islington 023B,2361.92160344124
E01002703,Islington 023C,2198.30696427822
E01002704,Islington 023D,2466.53097865731
E01002706,Islington 023E,2078.01522523165
E01002707,Islington 022B,1798.32816144824
E01002708,Islington 015A,2461.21520423889
E01002709,Islington 019C,1686.59437447786
E01002710,Islington 019D,1881.99840706587
E01002711,Islington 021B,1877.53893369436
E01002712,Islington 015B,1704.30825555325
E01002713,Islington 015C,2447.54129523039
E01002714,Islington 017D,1459.29234683514
E01002715,Islington 019E,1369.87459093332
E01002716,Islington 014A,2373.09765762091
E01002717,Islington 016A,1218.67207819223
E01002718,Islington 014B,1583.41018140316
E01002719,Islington 016B,1562.15874099731
E01002720,Islington 016C,2157.14835625887
E01002721,Islington 014C,1757.26231974363
E01002722,Islington 018A,1426.09688067436
E01002723,Islington 022C,1761.17320305109
E01002724,Islington 022D,1648.81397682428
E01002725,Islington 022E,1506.0810239315
E01002726,Islington 022F,1699.52204054594
E01002727,Islington 021C,1503.9245325923
E01002728,Islington 021D,1462.43255752325
E01002729,Islington 021E,1681.5447087884
E01002730,Islington 007A,1794.4814094305
E01002731,Islington 007B,2785.54411417246
E01002732,Islington 005A,1813.54627680779
E01002733,Islington 007C,1908.12481951714
E01002734,Islington 005B,2127.63204467297
E01002735,Islington 003A,2412.6327534914
E01002736,Islington 005C,1627.71076834202
E01002737,Islington 005D,1887.24571502209
E01002738,Islington 009A,2265.30501785874
E01002739,Islington 013A,1964.40410783887
E01002740,Islington 013B,1936.08531405032
E01002741,Islington 009B,1478.85611173511
E01002742,Islington 006A,2120.03110289574
E01002743,Islington 009C,1286.72005170584
E01002744,Islington 009D,1491.57061886787
E01002745,Islington 013C,1584.78274786472
E01002747,Islington 006B,1823.95618265867
E01002748,Islington 006C,1656.39325264096
E01002749,Islington 006D,1474.44547450542
E01002751,Islington 005E,1561.9766189158
E01002752,Islington 009E,1610.32844674587
E01002753,Islington 002A,1560.13195896149
E01002754,Islington 002B,1513.994340837
E01002755,Islington 001A,1100.86544242501
E01002756,Islington 001B,1668.48302417994
E01002757,Islington 002C,1404.0319840908
E01002758,Islington 001C,1655.50763839483
E01002759,Islington 002D,1549.41514253616
E01002760,Islington 002E,1695.72798484564
E01002762,Islington 011C,2098.7205999149
E01002763,Islington 007D,1219.11543995142
E01002764,Islington 010A,1825.42233967781
E01002765,Islington 015D,2637.57066717744
E01002766,Islington 015E,2286.59632784128
E01002767,Islington 011D,2122.15564984083
E01002768,Islington 004A,1396.30975627899
E01002769,Islington 008A,1980.11734396219
E01002770,Islington 004B,2297.93094006839
E01002771,Islington 004C,1511.57103994489
E01002772,Islington 002F,1633.75341427326
E01002773,Islington 004D,1413.83942906559
E01002774,Islington 004E,2402.35139909387
E01002775,Islington 014D,1244.51697486639
E01002776,Islington 014E,1670.10193765163
E01002777,Islington 012A,1901.52658295631
E01002778,Islington 012B,1724.16476720572
E01002779,Islington 012C,1803.94088315964
E01002780,Islington 014F,1271.97724300623
E01002781,Islington 012D,1553.33746278286
E01002782,Islington 012E,1505.66310828924
E01002783,Islington 010B,1360.02141422033
E01002784,Islington 010C,1969.41040503979
E01002785,Islington 008B,2131.41949653625
E01002786,Islington 010D,1842.90765464306
E01002787,Islington 010E,1531.59325760603
E01002788,Islington 008C,1751.68969935179
E01002789,Islington 008D,2174.958786726
E01002790,Islington 016D,1395.52012228966
E01002791,Islington 016E,1934.47425091267
E01002792,Islington 017E,1779.99587160349
E01002793,Islington 016F,2037.39321124554
E01002794,Islington 020B,2097.78747075796
E01002795,Islington 013D,2192.14665904641
E01002796,Islington 013E,1202.46963727474
E01002797,Islington 018B,1672.10538709164
E01002798,Islington 018C,2377.57516741753
E01002799,Islington 018D,1528.45643621683
E01002800,Islington 018E,1909.90676540136
E01002801,Islington 020C,1474.98291024566
E01002802,Islington 020D,2202.16522097588
E01002803,Islington 020E,2808.88894101977
E01002804,Islington 001D,1515.02861893177
E01002805,Islington 003B,1742.17515534163
E01002806,Islington 003C,1575.74573475122
E01002807,Islington 001E,1640.01006180048
E01002808,Islington 003D,1843.10336530209
E01002809,Islington 003E,1687.12669026852
E01002810,Islington 003F,1777.91311860085
E01002811,Islington 001F,1453.13445925713
E01002812,Kensington and Chelsea 013A,1255.56245064735
E01002813,Kensington and Chelsea 011A,1750.1399140954
E01002814,Kensington and Chelsea 015A,1985.06465473771
E01002815,Kensington and Chelsea 011B,1150.43930184841
E01002816,Kensington and Chelsea 011C,988.807624459267
E01002817,Kensington and Chelsea 011D,1294.89563080668
E01002818,Kensington and Chelsea 012A,1122.62543566525
E01002819,Kensington and Chelsea 012B,1518.83195620428
E01002820,Kensington and Chelsea 016A,910.140642851591
E01002821,Kensington and Chelsea 014A,1194.80443141144
E01002822,Kensington and Chelsea 016B,903.849321752787
E01002823,Kensington and Chelsea 014B,1250.3766002655
E01002824,Kensington and Chelsea 008A,1271.03798735794
E01002825,Kensington and Chelsea 008B,1784.33926745504
E01002826,Kensington and Chelsea 008C,1278.06244016625
E01002827,Kensington and Chelsea 008D,2075.5756121641
E01002828,Kensington and Chelsea 008E,1280.42281779647
E01002829,Kensington and Chelsea 004A,1705.01806890965
E01002830,Kensington and Chelsea 004B,1587.72534894943
E01002831,Kensington and Chelsea 004C,1633.00886714458
E01002832,Kensington and Chelsea 004D,1515.02001190186
E01002833,Kensington and Chelsea 007A,1163.77671271563
E01002834,Kensington and Chelsea 013B,1335.8106855154
E01002835,Kensington and Chelsea 016C,1549.37567180395
E01002836,Kensington and Chelsea 016D,1238.07920736074
E01002837,Kensington and Chelsea 016E,1036.05390673876
E01002838,Kensington and Chelsea 020A,922.622420221567
E01002839,Kensington and Chelsea 013C,1221.35593932867
E01002840,Kensington and Chelsea 021A,1421.68668678403
E01002841,Kensington and Chelsea 021B,1376.97359991074
E01002842,Kensington and Chelsea 021C,634.761508345604
E01002843,Kensington and Chelsea 021D,1128.28671059012
E01002844,Kensington and Chelsea 019A,1133.16748300195
E01002845,Kensington and Chelsea 019B,1003.48149529472
E01002846,Kensington and Chelsea 017A,1143.47003656626
E01002847,Kensington and Chelsea 015B,1423.80425405502
E01002848,Kensington and Chelsea 015C,1252.95109149814
E01002849,Kensington and Chelsea 017B,1574.559019804
E01002850,Kensington and Chelsea 013D,1442.05356311798
E01002851,Kensington and Chelsea 015D,1194.43696975708
E01002852,Kensington and Chelsea 001A,2880.13570969645
E01002853,Kensington and Chelsea 001B,1242.24493455887
E01002854,Kensington and Chelsea 001C,1613.92512133718
E01002855,Kensington and Chelsea 001D,1906.39269667864
E01002856,Kensington and Chelsea 004E,1163.78873956203
E01002857,Kensington and Chelsea 001E,1578.84957170486
E01002858,Kensington and Chelsea 014C,1323.70584720373
E01002859,Kensington and Chelsea 012C,1249.76516413689
E01002860,Kensington and Chelsea 012D,1333.70573681593
E01002861,Kensington and Chelsea 014D,1341.63058131933
E01002862,Kensington and Chelsea 014E,1024.18002310395
E01002863,Kensington and Chelsea 012E,1075.72240316868
E01002864,Kensington and Chelsea 009A,1545.14995914605
E01002865,Kensington and Chelsea 011E,1388.83017289639
E01002866,Kensington and Chelsea 009B,1852.15219894052
E01002867,Kensington and Chelsea 009C,2030.34230220318
E01002868,Kensington and Chelsea 009D,1447.77106653433
E01002869,Kensington and Chelsea 009E,1724.10910046101
E01002870,Kensington and Chelsea 005A,1417.96683114767
E01002871,Kensington and Chelsea 007B,1456.54951578379
E01002872,Kensington and Chelsea 005B,1336.62752223015
E01002873,Kensington and Chelsea 007C,1692.13854044676
E01002874,Kensington and Chelsea 007D,1230.53360742331
E01002875,Kensington and Chelsea 007E,1244.09682518244
E01002876,Kensington and Chelsea 003A,1829.46236872673
E01002877,Kensington and Chelsea 003B,2140.06417436898
E01002878,Kensington and Chelsea 003C,1768.95677286386
E01002879,Kensington and Chelsea 005C,2011.98139834404
E01002880,Kensington and Chelsea 005D,917.81543803215
E01002881,Kensington and Chelsea 005E,1123.85418486595
E01002882,Kensington and Chelsea 006A,1209.80214729905
E01002883,Kensington and Chelsea 006B,1441.53970968723
E01002884,Kensington and Chelsea 006C,1170.80670821667
E01002885,Kensington and Chelsea 006D,984.453117847443
E01002886,Kensington and Chelsea 006E,1401.97504162788
E01002887,Kensington and Chelsea 010A,950.903174996376
E01002888,Kensington and Chelsea 013E,1639.75926709175
E01002889,Kensington and Chelsea 010B,1359.68238312006
E01002890,Kensington and Chelsea 010C,1823.67175215483
E01002891,Kensington and Chelsea 010D,1068.50253528357
E01002892,Kensington and Chelsea 010E,1151.43641164899
E01002893,Kensington and Chelsea 017C,1511.28812918067
E01002894,Kensington and Chelsea 017D,1351.6225809902
E01002895,Kensington and Chelsea 020B,1315.89934641123
E01002896,Kensington and Chelsea 020C,1707.63080573082
E01002897,Kensington and Chelsea 020D,1417.68361541629
E01002898,Kensington and Chelsea 017E,1539.36731237173
E01002899,Kensington and Chelsea 018A,1150.53074815869
E01002900,Kensington and Chelsea 018B,1035.90277219191
E01002901,Kensington and Chelsea 018C,1718.14215839468
E01002902,Kensington and Chelsea 018D,1252.34935703874
E01002903,Kensington and Chelsea 018E,1357.9537319839
E01002904,Kensington and Chelsea 002A,1036.45167918503
E01002905,Kensington and Chelsea 002B,1791.81016483903
E01002906,Kensington and Chelsea 002C,1729.4905487895
E01002907,Kensington and Chelsea 002D,1065.3956129849
E01002908,Kensington and Chelsea 003D,1347.43247577548
E01002909,Kensington and Chelsea 003E,2110.40479433537
E01002910,Kensington and Chelsea 019C,1357.11668542027
E01002911,Kensington and Chelsea 019D,1399.78529071808
E01002912,Kensington and Chelsea 020E,1422.5588401556
E01002913,Kensington and Chelsea 021E,1816.19716221094
E01002914,Kensington and Chelsea 019E,1169.72281447053
E01002915,Kingston upon Thames 014A,1517.47585270554
E01002916,Kingston upon Thames 014B,1581.44241630612
E01002917,Kingston upon Thames 014C,1616.05355203152
E01002918,Kingston upon Thames 017A,1570.56791300357
E01002919,Kingston upon Thames 017B,2128.10249838531
E01002920,Kingston upon Thames 014D,1499.92586044362
E01002921,Kingston upon Thames 011A,1654.07816565037
E01002922,Kingston upon Thames 010A,1791.04505833983
E01002923,Kingston upon Thames 013A,1646.49570047855
E01002924,Kingston upon Thames 014E,1570.85810947418
E01002925,Kingston upon Thames 013B,1568.848992974
E01002926,Kingston upon Thames 010B,1388.85173282819
E01002927,Kingston upon Thames 008A,1703.86304887896
E01002928,Kingston upon Thames 008B,1732.72630620003
E01002929,Kingston upon Thames 007A,1698.89624170851
E01002930,Kingston upon Thames 007B,1873.89211823046
E01002931,Kingston upon Thames 007C,2233.1862284597
E01002932,Kingston upon Thames 006A,2049.31718726316
E01002933,Kingston upon Thames 004A,2212.35375785828
E01002934,Kingston upon Thames 004B,1984.69677612185
E01002935,Kingston upon Thames 003A,2002.48246338964
E01002937,Kingston upon Thames 004D,1918.5910397172
E01002938,Kingston upon Thames 003B,1986.86998575926
E01002939,Kingston upon Thames 018A,1712.55717407167
E01002940,Kingston upon Thames 020A,1805.54772552848
E01002941,Kingston upon Thames 018B,1660.72481445147
E01002942,Kingston upon Thames 018C,1331.67044520378
E01002943,Kingston upon Thames 020B,1368.80984607246
E01002944,Kingston upon Thames 019A,1038.38802367076
E01002945,Kingston upon Thames 019B,1694.81787237525
E01002946,Kingston upon Thames 019C,1928.33335570199
E01002947,Kingston upon Thames 019D,1616.33595092408
E01002948,Kingston upon Thames 020C,2458.67686172209
E01002949,Kingston upon Thames 020D,1952.24273444712
E01002950,Kingston upon Thames 020E,1397.01237334404
E01002951,Kingston upon Thames 003C,1581.07000049343
E01002952,Kingston upon Thames 002A,2015.9596186468
E01002953,Kingston upon Thames 002B,1321.20458321207
E01002954,Kingston upon Thames 003D,1313.02201847732
E01002955,Kingston upon Thames 002C,1466.1319604693
E01002956,Kingston upon Thames 002D,1458.70822868869
E01002957,Kingston upon Thames 003E,998.413679304591
E01002958,Kingston upon Thames 008C,1585.6715876013
E01002959,Kingston upon Thames 002E,1434.51954095066
E01002960,Kingston upon Thames 006B,1460.46481618285
E01002961,Kingston upon Thames 008D,1824.3932441771
E01002962,Kingston upon Thames 006C,1729.01807782054
E01002963,Kingston upon Thames 007D,1841.17363137007
E01002964,Kingston upon Thames 005A,2539.59019912034
E01002965,Kingston upon Thames 009A,2712.80124381416
E01002966,Kingston upon Thames 010C,2219.55582925305
E01002967,Kingston upon Thames 009B,1899.60998494978
E01002968,Kingston upon Thames 009C,2853.78116055842
E01002969,Kingston upon Thames 005B,1603.23611432314
E01002970,Kingston upon Thames 006D,1919.17207621969
E01002971,Kingston upon Thames 005C,2044.92156220227
E01002972,Kingston upon Thames 005D,1890.51310414076
E01002973,Kingston upon Thames 006E,1577.37467042345
E01002974,Kingston upon Thames 005E,2149.65193253756
E01002975,Kingston upon Thames 012A,1622.24690629519
E01002976,Kingston upon Thames 015A,1585.6387536265
E01002977,Kingston upon Thames 012B,1559.99896035995
E01002978,Kingston upon Thames 015B,1858.06606923044
E01002979,Kingston upon Thames 015C,1388.35202085227
E01002980,Kingston upon Thames 012C,1420.73647305369
E01002981,Kingston upon Thames 012D,1691.22895330121
E01002982,Kingston upon Thames 015D,1583.94762162864
E01002983,Kingston upon Thames 015E,2126.52510110661
E01002984,Kingston upon Thames 012E,1745.29069620371
E01002985,Kingston upon Thames 007E,1444.45264135301
E01002986,Kingston upon Thames 008E,1411.882350914
E01002987,Kingston upon Thames 011B,1855.5412081182
E01002988,Kingston upon Thames 011C,1732.96776300739
E01002989,Kingston upon Thames 011D,1907.59139543399
E01002990,Kingston upon Thames 009D,1619.09475591779
E01002991,Kingston upon Thames 009E,1800.44293358922
E01002992,Kingston upon Thames 010D,1368.81613121554
E01002993,Kingston upon Thames 013C,1520.51389557123
E01002994,Kingston upon Thames 016A,1483.32547545433
E01002995,Kingston upon Thames 013D,1724.09371201694
E01002996,Kingston upon Thames 016B,1649.2731706202
E01002997,Kingston upon Thames 016C,1547.56216414273
E01002998,Kingston upon Thames 016D,1532.40790235996
E01002999,Kingston upon Thames 013E,1379.42190398276
E01003000,Kingston upon Thames 017C,2180.90849143959
E01003001,Kingston upon Thames 017D,1880.29573977599
E01003002,Kingston upon Thames 016E,1789.94020880753
E01003003,Kingston upon Thames 017E,1616.62188069522
E01003004,Kingston upon Thames 018D,1920.39439015836
E01003005,Kingston upon Thames 018E,1392.38053381443
E01003006,Kingston upon Thames 001A,1367.71779171214
E01003007,Kingston upon Thames 001B,1567.60010330379
E01003008,Kingston upon Thames 001C,1351.14874298871
E01003009,Kingston upon Thames 001D,1843.8037282899
E01003010,Kingston upon Thames 001E,1708.07454942251
E01003011,Kingston upon Thames 004E,1740.30017770338
E01003013,Lambeth 036A,2138.64800787997
E01003014,Lambeth 036B,1644.6241465956
E01003015,Lambeth 002A,1258.38192743063
E01003016,Lambeth 036C,1043.34346722811
E01003017,Lambeth 036D,1691.69648870826
E01003018,Lambeth 020A,1943.13445171714
E01003019,Lambeth 015A,1791.68571609259
E01003020,Lambeth 016A,1838.00598227978
E01003021,Lambeth 021A,2377.35301536322
E01003022,Lambeth 021B,1609.27750256658
E01003023,Lambeth 021C,2264.33083236217
E01003024,Lambeth 021D,2002.59575256705
E01003025,Lambeth 021E,2126.32193219662
E01003026,Lambeth 019A,1686.91563596379
E01003027,Lambeth 019B,1693.00461387634
E01003028,Lambeth 019C,1647.76765137911
E01003029,Lambeth 017A,1752.82898280025
E01003030,Lambeth 019D,1750.41437871451
E01003031,Lambeth 023A,1362.68619638681
E01003032,Lambeth 017B,1882.53978855908
E01003033,Lambeth 019E,1465.31280478835
E01003034,Lambeth 012A,1955.99897903204
E01003035,Lambeth 012B,1846.8005990386
E01003036,Lambeth 012C,1530.18211483955
E01003037,Lambeth 013A,1747.01195389032
E01003038,Lambeth 013B,1760.05308735371
E01003039,Lambeth 013C,2040.47715008259
E01003040,Lambeth 013D,1242.48678001016
E01003041,Lambeth 017C,1420.23247534037
E01003042,Lambeth 013E,1160.8755774498
E01003043,Lambeth 018A,1649.85456001759
E01003044,Lambeth 018B,1456.13866215944
E01003045,Lambeth 011A,1786.39770019054
E01003046,Lambeth 009A,1603.06082653999
E01003047,Lambeth 011B,2250.12416008115
E01003048,Lambeth 009B,1939.33975231647
E01003049,Lambeth 011C,1828.75604277849
E01003050,Lambeth 016B,1536.6404042244
E01003051,Lambeth 018C,1621.27878013253
E01003052,Lambeth 016C,2188.05989551544
E01003053,Lambeth 015B,1363.26680654287
E01003054,Lambeth 015C,1956.80486643314
E01003055,Lambeth 016D,1511.34225636721
E01003056,Lambeth 015D,2015.06274241209
E01003057,Lambeth 017D,2051.38033634424
E01003058,Lambeth 015E,1643.6322556138
E01003059,Lambeth 011D,2054.13112282753
E01003060,Lambeth 011E,1703.87642127275
E01003061,Lambeth 011F,1312.27539640665
E01003062,Lambeth 033A,1777.78854852915
E01003063,Lambeth 033B,1341.10635250807
E01003064,Lambeth 028A,1667.83784097433
E01003065,Lambeth 031A,1487.55402708054
E01003066,Lambeth 028B,1996.3106691055
E01003067,Lambeth 033C,1436.82008326054
E01003068,Lambeth 031B,1550.01248509437
E01003069,Lambeth 033D,1355.11241826043
E01003070,Lambeth 033E,1667.10475164652
E01003071,Lambeth 018D,2066.86242467165
E01003072,Lambeth 014A,2238.02330422401
E01003073,Lambeth 014B,1718.73435342312
E01003074,Lambeth 018E,2910.3052806164
E01003075,Lambeth 009C,1886.04705786705
E01003076,Lambeth 014C,2789.60234555602
E01003077,Lambeth 014D,1633.94126296043
E01003078,Lambeth 014E,1576.29617342353
E01003079,Lambeth 027A,2003.12602049112
E01003080,Lambeth 027B,1488.86772215366
E01003081,Lambeth 028C,1825.06066679955
E01003082,Lambeth 031C,1476.0159163475
E01003083,Lambeth 030A,1515.27115160227
E01003084,Lambeth 030B,1667.85231545568
E01003085,Lambeth 030C,2176.27562701702
E01003086,Lambeth 031D,1629.40116524696
E01003087,Lambeth 031E,1119.87310042977
E01003088,Lambeth 010A,1743.10418093204
E01003089,Lambeth 008A,1590.14923173934
E01003090,Lambeth 012D,2352.74587005377
E01003091,Lambeth 008B,1095.66120890528
E01003092,Lambeth 008C,2545.57339632511
E01003093,Lambeth 010B,2089.19006931782
E01003094,Lambeth 010C,1864.52966201305
E01003095,Lambeth 012E,1977.3998451829
E01003096,Lambeth 010D,2243.64331531525
E01003097,Lambeth 006A,1600.93032705784
E01003098,Lambeth 005A,1675.09253907204
E01003099,Lambeth 005B,2342.23339320719
E01003100,Lambeth 005C,1639.26464530826
E01003101,Lambeth 003A,1475.26384037733
E01003102,Lambeth 004A,1568.32625451684
E01003104,Lambeth 004C,1536.80987071991
E01003105,Lambeth 003B,1826.66640508175
E01003106,Lambeth 003C,2399.19856768847
E01003107,Lambeth 003D,1748.68393352628
E01003108,Lambeth 002B,1343.68268704414
E01003109,Lambeth 003E,2519.32682218909
E01003110,Lambeth 002C,2106.98406124115
E01003111,Lambeth 002D,1621.94245147705
E01003112,Lambeth 002E,1858.62549765408
E01003113,Lambeth 032A,2103.98902648687
E01003114,Lambeth 032B,2696.9201233983
E01003115,Lambeth 034A,1511.77559393644
E01003116,Lambeth 029A,1816.94488212094
E01003117,Lambeth 029B,1920.76775115728
E01003118,Lambeth 029C,2117.01314838231
E01003119,Lambeth 032C,2234.48353222013
E01003120,Lambeth 032D,2115.17955589294
E01003121,Lambeth 006B,1613.97551167011
E01003122,Lambeth 004D,2109.12527370453
E01003123,Lambeth 006C,2006.15830790997
E01003124,Lambeth 006D,1425.7329454422
E01003125,Lambeth 006E,1673.04951572418
E01003126,Lambeth 008D,1442.48394024372
E01003127,Lambeth 010E,2012.33411508799
E01003128,Lambeth 008E,1666.69728934765
E01003129,Lambeth 004E,1837.66739141941
E01003130,Lambeth 026A,1940.9124058485
E01003131,Lambeth 026B,1980.05102926493
E01003132,Lambeth 024A,1498.82123303413
E01003133,Lambeth 027C,1610.43432050943
E01003134,Lambeth 027D,1563.51754897833
E01003135,Lambeth 026C,2087.11520248652
E01003136,Lambeth 022A,1586.80327099562
E01003137,Lambeth 022B,1543.61557638645
E01003138,Lambeth 026D,1459.78105974197
E01003139,Lambeth 035A,1676.56057059765
E01003140,Lambeth 035B,1460.38268779218
E01003141,Lambeth 034B,1875.42899253964
E01003142,Lambeth 035C,1310.27964535356
E01003143,Lambeth 035D,1992.69652527571
E01003144,Lambeth 034C,1907.58947642794
E01003145,Lambeth 034D,1531.43067723513
E01003146,Lambeth 035E,1268.97039812803
E01003147,Lambeth 034E,1899.63214096427
E01003148,Lambeth 032E,1860.16060191393
E01003149,Lambeth 030D,1675.3095241636
E01003150,Lambeth 032F,1644.04299768806
E01003151,Lambeth 026E,1967.21307700872
E01003152,Lambeth 027E,2204.72408652306
E01003153,Lambeth 029D,1616.74008476734
E01003154,Lambeth 030E,1911.880197227
E01003155,Lambeth 029E,1751.71363598108
E01003156,Lambeth 023B,1356.05188584328
E01003157,Lambeth 023C,1547.07958036661
E01003158,Lambeth 023D,1493.89941877127
E01003159,Lambeth 022C,1782.34549745917
E01003160,Lambeth 022D,1194.30032116175
E01003161,Lambeth 023E,1477.77406477928
E01003162,Lambeth 022E,1802.37222713232
E01003163,Lambeth 023F,1903.10055166483
E01003164,Lambeth 025A,1926.1421905458
E01003165,Lambeth 025B,1570.77558672428
E01003166,Lambeth 028D,2571.37117323279
E01003167,Lambeth 028E,1837.58146235347
E01003168,Lambeth 025C,1428.12510295212
E01003169,Lambeth 025D,2268.17311741412
E01003170,Lambeth 025E,2142.12208898365
E01003171,Lambeth 020B,1760.99817365408
E01003172,Lambeth 024B,1665.829219684
E01003173,Lambeth 020C,1811.6171400547
E01003174,Lambeth 024C,2120.34855437279
E01003175,Lambeth 024D,1527.29378676414
E01003176,Lambeth 016E,2133.32030040026
E01003177,Lambeth 020D,1571.95885118842
E01003178,Lambeth 020E,1627.43618398905
E01003179,Lambeth 024E,1473.71322762966
E01003180,Lambeth 005D,1655.05213662982
E01003181,Lambeth 007A,1806.80338412523
E01003182,Lambeth 009D,1974.08646547794
E01003183,Lambeth 005E,1783.07054334879
E01003184,Lambeth 007B,1262.95757746696
E01003185,Lambeth 007C,1884.35982513428
E01003186,Lambeth 007D,2957.39692938328
E01003187,Lambeth 007E,2168.57810711861
E01003188,Lambeth 009E,1295.77123963833
E01003189,Lewisham 034A,1881.25803744793
E01003190,Lewisham 034B,1753.11889544874
E01003191,Lewisham 034C,1479.2504439652
E01003192,Lewisham 034D,1931.04400755027
E01003193,Lewisham 029A,2080.22257764637
E01003194,Lewisham 029B,1844.62533301301
E01003195,Lewisham 029C,1489.79467728548
E01003196,Lewisham 029D,2143.76499800384
E01003197,Lewisham 029E,1627.31423709169
E01003198,Lewisham 009A,1235.45038503408
E01003199,Lewisham 007A,2049.84540885687
E01003200,Lewisham 009B,1540.3263597414
E01003201,Lewisham 007B,1989.51803708076
E01003202,Lewisham 009C,1614.98346400261
E01003203,Lewisham 009D,1667.74621462822
E01003204,Lewisham 007C,1528.17273905835
E01003205,Lewisham 007D,2005.87131363153
E01003206,Lewisham 007E,1559.6596910283
E01003207,Lewisham 005A,2144.99265766144
E01003209,Lewisham 005B,1823.49193543196
E01003210,Lewisham 005C,1970.10068160295
E01003211,Lewisham 008B,1683.40504805744
E01003212,Lewisham 005D,1969.75176420808
E01003213,Lewisham 008C,2066.63522189856
E01003214,Lewisham 008D,1723.31095030904
E01003215,Lewisham 005E,2283.68009459972
E01003216,Lewisham 025A,2011.50591105223
E01003217,Lewisham 022A,1758.09452819824
E01003218,Lewisham 022B,1499.28956788778
E01003219,Lewisham 025B,1627.15850734711
E01003220,Lewisham 022C,1793.051856637
E01003221,Lewisham 025C,2064.44377267361
E01003222,Lewisham 022D,1471.49193012714
E01003223,Lewisham 025D,1777.57197673619
E01003224,Lewisham 022E,2001.62933844328
E01003225,Lewisham 015A,1695.68250183202
E01003226,Lewisham 019A,1724.93497154117
E01003227,Lewisham 019B,1603.58690445311
E01003228,Lewisham 019C,1712.86256811023
E01003229,Lewisham 019D,1628.23287886381
E01003230,Lewisham 019E,2006.13428273797
E01003231,Lewisham 015B,1600.17463164032
E01003232,Lewisham 015C,1907.35741171241
E01003233,Lewisham 015D,1907.1282197237
E01003235,Lewisham 038A,1650.7974882733
E01003236,Lewisham 037A,1686.02012380958
E01003237,Lewisham 037B,1850.03736040741
E01003238,Lewisham 037C,1532.25634548068
E01003239,Lewisham 037D,1615.29395407438
E01003240,Lewisham 038B,1859.54851272702
E01003241,Lewisham 038C,1657.42392289061
E01003243,Lewisham 038D,1351.38409620611
