LSOA11CD,LSOA11NM,population_2021
E01001337,Ealing 029D,2382.27686321086
E01001338,Ealing 029E,1935.25310497358
E01001339,Ealing 029F,2423.6108594022
E01001340,Ealing 029G,1051.20463015139
E01001341,Ealing 005A,1860.05924247205
E01001342,Ealing 005B,1794.57691666484
E01001343,Ealing 005C,1337.57339011133
E01001344,Ealing 007A,2330.46726909182
E01001345,Ealing 005D,1804.50114151835
E01001346,Ealing 007B,1588.73933015764
E01001347,Ealing 007C,2061.91163645032
E01001348,Ealing 007D,1629.6842625267
E01001349,Ealing 006E,1663.33531026398
E01001350,Ealing 027C,1328.33622408938
E01001351,Ealing 025E,2040.02938893437
E01001352,Ealing 027D,1630.42435276508
E01001353,Ealing 033A,1509.42742419243
E01001354,Ealing 027E,2218.43263944238
E01001355,Ealing 033B,2150.94816207886
E01001356,Ealing 033C,1671.31930750608
E01001357,Ealing 033D,2241.54599267244
E01001358,Ealing 033E,2342.5941055268
E01001359,Ealing 026A,2638.468580544
E01001360,Ealing 026B,2310.25203636289
E01001361,Ealing 023E,2308.17535793036
E01001362,Ealing 026C,2309.61790636182
E01001363,Ealing 026D,1843.82683882117
E01001364,Ealing 026E,1737.98577699065
E01001365,Ealing 026F,2680.51819158345
E01001366,Ealing 037A,1928.65875208378
E01001367,Ealing 037B,2046.94549228251
E01001368,Ealing 037C,1721.16274172068
E01001369,Ealing 038D,2183.63817387819
E01001370,Ealing 037D,2405.441900976
E01001371,Ealing 037E,2293.17525726557
E01001372,Ealing 037F,2766.32017415762
E01001373,Ealing 037G,2606.1987438798
E01001374,Ealing 040A,1945.84050744772
E01001375,Ealing 034A,1767.1147840023
E01001376,Ealing 040B,1708.8324790895
E01001377,Ealing 034B,1754.05808487535
E01001379,Ealing 034C,1646.39889115095
E01001380,Ealing 040C,1980.54148155451
E01001381,Ealing 034D,2369.2831119895
E01001382,Ealing 032B,1615.5661002323
E01001383,Ealing 028D,1758.89179682732
E01001384,Ealing 032C,1599.09522658587
E01001385,Ealing 032D,1638.15284378827
E01001386,Ealing 031F,1777.35957290791
E01001387,Ealing 032E,1439.56332181022
E01001388,Ealing 028E,1402.80244004726
E01001389,Ealing 028F,1802.57101118565
E01001390,Enfield 036A,1836.33009260893
E01001391,Enfield 036B,1644.09353804588
E01001392,Enfield 032A,1839.48387384415
E01001393,Enfield 036C,1732.57639765739
E01001394,Enfield 035A,2100.57006564736
E01001395,Enfield 035B,1592.32020648755
E01001396,Enfield 036D,1625.35720339417
E01001397,Enfield 035C,2401.0989883244
E01001398,Enfield 021A,1344.74244570732
E01001399,Enfield 021B,1396.02263438702
E01001400,Enfield 021C,1684.04136922956
E01001401,Enfield 016A,1388.38270297647
E01001402,Enfield 021D,1944.19408656284
E01001403,Enfield 021E,1574.21887779422
E01001404,Enfield 026A,1610.97082689871
E01001405,Enfield 015A,1740.95948210359
E01001406,Enfield 015B,1768.18637177348
E01001407,Enfield 005A,1858.9066416158
E01001408,Enfield 004A,1728.29283630848
E01001409,Enfield 005B,2105.49866762757
E01001410,Enfield 005C,1820.15842549503
E01001411,Enfield 004B,1843.99557858706
E01001412,Enfield 004C,2147.45003563625
E01001413,Enfield 004D,2002.68667528114
E01001414,Enfield 004E,1211.68897978379
E01001415,Enfield 011A,1748.39091213937
E01001416,Enfield 013A,1720.36233749986
E01001417,Enfield 011B,1843.02356887572
E01001418,Enfield 011C,1948.64090812279
E01001419,Enfield 020A,1921.09926696558
E01001420,Enfield 020B,1823.78655001335
E01001421,Enfield 020C,1664.14587235451
E01001422,Enfield 011D,1724.62006779287
E01001423,Enfield 027A,2058.8568520546
E01001424,Enfield 030A,965.657965540886
E01001425,Enfield 027B,2629.25204778323
E01001426,Enfield 030B,2370.14862557268
E01001427,Enfield 030C,2147.80409181348
E01001428,Enfield 027C,1820.41382884979
E01001429,Enfield 030D,2234.84578707814
E01001430,Enfield 030E,1823.63272964954
E01001431,Enfield 033A,1386.94928850234
E01001432,Enfield 033B,2056.05502328277
E01001433,Enfield 007A,1839.1884576655
E01001434,Enfield 007B,1506.69684875011
E01001435,Enfield 007C,1597.88662004471
E01001436,Enfield 007D,2013.29462897778
E01001437,Enfield 014A,3211.85873159662
E01001438,Enfield 007E,1214.97137124836
E01001439,Enfield 006A,1860.07060828805
E01001440,Enfield 012A,1852.37983308727
E01001441,Enfield 006B,1905.25668396708
E01001442,Enfield 002A,1375.33619686961
E01001444,Enfield 001A,1972.1807615757
E01001445,Enfield 003B,3515.95706976387
E01001446,Enfield 001B,1935.40082347393
E01001447,Enfield 003C,1902.5847389698
E01001448,Enfield 003D,1863.05066779256
E01001449,Enfield 003E,1299.88992613368
E01001450,Enfield 015C,2410.5182364136
E01001451,Enfield 017A,1995.28695007372
E01001452,Enfield 017B,1473.84260675708
E01001453,Enfield 017C,1639.11892900174
E01001454,Enfield 017D,1705.31895533204
E01001455,Enfield 021F,1328.10910512507
E01001456,Enfield 022A,1400.92165537179
E01001457,Enfield 010A,1638.49422694556
E01001458,Enfield 037A,1647.39504772425
E01001459,Enfield 024A,1837.97254480422
E01001460,Enfield 024B,1965.05627560616
E01001461,Enfield 027D,1320.09393589199
E01001462,Enfield 024C,1729.69957089424
E01001463,Enfield 031A,1695.66585994046
E01001464,Enfield 027E,1299.69123876095
E01001465,Enfield 031B,1427.80718880892
E01001466,Enfield 031C,1715.18518793583
E01001467,Enfield 031D,2022.44268101454
E01001468,Enfield 010B,1618.98724307361
E01001469,Enfield 008A,1549.97592043877
E01001470,Enfield 013B,1620.47178005093
E01001471,Enfield 010C,1758.68315392991
E01001472,Enfield 010D,1661.36123332381
E01001473,Enfield 013C,1932.92008186843
E01001474,Enfield 010E,2026.63418937233
E01001475,Enfield 013D,1735.13629481196
E01001476,Enfield 018A,1686.05017933249
E01001477,Enfield 018B,1954.33025573122
E01001478,Enfield 016B,1613.17304421961
E01001479,Enfield 023A,1854.45731505379
E01001480,Enfield 024D,1392.21730092168
E01001481,Enfield 018C,1818.62101358175
E01001482,Enfield 023B,1862.46391415596
E01001483,Enfield 025A,1138.59685828578
E01001484,Enfield 016C,1929.76319949329
E01001485,Enfield 025B,2059.15009880066
E01001486,Enfield 025C,1754.88969665207
E01001487,Enfield 023C,2061.02411288023
E01001488,Enfield 024E,1771.22455978394
E01001489,Enfield 023D,2195.50852903724
E01001491,Enfield 023E,1956.3209670186
E01001492,Enfield 025E,2335.7311950326
E01001493,Enfield 026B,1754.23050639033
E01001494,Enfield 026C,1545.2033379674
E01001495,Enfield 029A,1946.11388522387
E01001496,Enfield 026D,1791.97845123708
E01001497,Enfield 031E,1537.80405671895
E01001498,Enfield 029B,1693.6144117415
E01001499,Enfield 031F,1609.19042895734
E01001500,Enfield 035D,1564.75220182538
E01001501,Enfield 036E,2231.64634135365
E01001502,Enfield 018D,1918.07237944752
E01001503,Enfield 018E,1977.86929190159
E01001504,Enfield 012B,1975.09430888295
E01001505,Enfield 012C,2061.6719570905
E01001506,Enfield 014B,1850.6230297841
E01001507,Enfield 012D,2014.4384085983
E01001508,Enfield 012E,1951.3770186007
E01001509,Enfield 014C,2046.33323961496
E01001510,Enfield 014D,903.153424549848
E01001511,Enfield 016D,2382.99403088912
E01001512,Enfield 015D,1731.24394726753
E01001513,Enfield 012F,2212.61369850389
E01001514,Enfield 016E,1894.81840503216
E01001515,Enfield 015E,1980.50229665637
E01001516,Enfield 005D,2206.67886158451
E01001517,Enfield 006C,1915.36362823844
E01001518,Enfield 016F,1976.04430210725
E01001519,Enfield 020D,2659.30326595157
E01001520,Enfield 019A,1797.14208169235
E01001521,Enfield 028A,1702.47601751238
E01001522,Enfield 019B,1642.27800126374
E01001523,Enfield 019C,1894.7877513659
E01001524,Enfield 019D,1570.98725958914
E01001525,Enfield 020E,2191.66056877375
E01001526,Enfield 019E,1471.48984799534
E01001527,Enfield 036F,2083.31142405374
E01001528,Enfield 032B,1473.6205792129
E01001529,Enfield 032C,1833.4954174757
E01001530,Enfield 032D,1691.16414883733
E01001531,Enfield 028B,1555.78284843266
E01001532,Enfield 028C,1873.89317733049
E01001533,Enfield 028D,1751.35345237702
E01001534,Enfield 032E,2048.02203189954
E01001535,Enfield 028E,1541.70414738823
E01001536,Enfield 008B,2120.86916982383
E01001537,Enfield 005E,1565.0749501586
E01001538,Enfield 009A,1748.2889007926
E01001539,Enfield 009B,1707.80476018786
E01001540,Enfield 008C,1846.26621340215
E01001541,Enfield 008D,1572.90501010418
E01001542,Enfield 008E,1389.11194300652
E01001543,Enfield 009C,1513.73410022259
E01001544,Enfield 009D,2029.28090553358
E01001545,Enfield 002B,1742.44198344642
E01001546,Enfield 001C,1889.88320129691
E01001547,Enfield 002C,2210.23433503509
E01001548,Enfield 002D,1994.64354585949
E01001549,Enfield 006D,2121.52859701496
E01001550,Enfield 006E,1991.11100538075
E01001551,Enfield 002E,1837.0730224587
E01001552,Enfield 001D,1901.73178443964
E01001553,Enfield 037B,1416.21387338638
E01001554,Enfield 037C,1686.12809047103
E01001555,Enfield 033C,1979.35696879029
E01001556,Enfield 035E,1546.4599096179
E01001557,Enfield 033D,1426.63466578722
E01001558,Enfield 033E,1998.44328299165
E01001559,Enfield 033F,2773.48050373234
E01001560,Enfield 035F,1676.75742383488
E01001562,Enfield 037D,1949.33002591133
E01001563,Enfield 029C,1612.99314269423
E01001564,Enfield 022B,1724.08771526814
E01001565,Enfield 029D,1613.68839609623
E01001566,Enfield 029E,1815.29673671722
E01001567,Enfield 022C,1568.61948680878
E01001568,Enfield 022D,2135.50482022947
E01001569,Enfield 022E,1759.10948844254
E01001570,Enfield 026E,2127.6405820614
E01001571,Greenwich 008A,1975.09759902954
E01001572,Greenwich 008B,1830.7218657732
E01001573,Greenwich 008C,1562.7463439703
E01001574,Greenwich 008D,1808.85511299169
E01001575,Greenwich 003A,1938.06781449914
E01001576,Greenwich 003B,2115.06701862812
E01001577,Greenwich 003C,1711.52985554934
E01001578,Greenwich 003D,2461.57732912898
E01001579,Greenwich 003E,1685.83650246263
E01001580,Greenwich 021A,1695.58640934946
E01001581,Greenwich 016A,1587.4257248342
E01001582,Greenwich 021B,1519.28351541609
E01001583,Greenwich 021C,1487.97283236822
E01001584,Greenwich 021D,1575.04110047221
E01001585,Greenwich 016B,1494.20210269094
E01001586,Greenwich 016C,1357.73345732689
E01001587,Greenwich 016D,1976.799873285
E01001588,Greenwich 012A,1829.44483717531
E01001589,Greenwich 012B,1820.5952985175
E01001590,Greenwich 014A,1689.04765091836
E01001591,Greenwich 012C,2161.5587548092
E01001592,Greenwich 014B,2005.60478127003
E01001593,Greenwich 014C,1850.75468456745
E01001594,Greenwich 014D,2128.96721291542
E01001595,Greenwich 012D,2482.85825126618
E01001596,Greenwich 032A,1825.97747677565
E01001597,Greenwich 031A,1622.87397068739
E01001598,Greenwich 031B,1620.93752032425
E01001599,Greenwich 032B,1849.89787859097
E01001600,Greenwich 032C,1593.85171379894
E01001601,Greenwich 032D,1573.66517144442
E01001602,Greenwich 031C,2017.39282776415
E01001603,Greenwich 031D,1675.69804775715
E01001604,Greenwich 027A,1725.96637174487
E01001605,Greenwich 023A,1577.40786368989
E01001606,Greenwich 023B,1746.94622212648
E01001607,Greenwich 027B,1640.88855081797
E01001608,Greenwich 027C,1515.0273815471
E01001609,Greenwich 027D,1608.76175349951
E01001610,Greenwich 023C,1534.22343143821
E01001611,Greenwich 023D,1540.08743095398
E01001613,Greenwich 028A,1727.41618120168
E01001614,Greenwich 028B,1526.25563280206
E01001615,Greenwich 028C,1999.35967129376
E01001617,Greenwich 028D,1643.3169341619
E01001618,Greenwich 030C,2025.9756982848
E01001619,Greenwich 030D,1859.384150967
E01001620,Greenwich 025A,1638.46190242097
E01001621,Greenwich 025B,1769.77227950096
E01001623,Greenwich 025C,1766.01688847691
E01001624,Greenwich 025D,1615.48962888122
E01001625,Greenwich 025E,1738.58206367493
E01001629,Greenwich 009A,2310.63559865952
E01001631,Greenwich 007B,1981.51187004149
E01001632,Greenwich 007C,2218.88264489174
E01001633,Greenwich 009B,1830.53721404076
E01001634,Greenwich 009C,2051.0513485074
E01001635,Greenwich 007D,1816.61823883653
E01001636,Greenwich 007E,1656.95661231875
E01001637,Greenwich 009D,1994.8643334806
E01001638,Greenwich 038A,1492.97430759668
E01001640,Greenwich 035A,2822.44677895308
E01001641,Greenwich 038B,2541.51980572427
E01001642,Greenwich 038C,1918.99644375803
E01001644,Greenwich 038D,2937.09445473552
E01001645,Greenwich 022A,1722.26351783425
E01001646,Greenwich 019A,1970.28258789331
E01001647,Greenwich 022B,1624.58821039647
E01001648,Greenwich 022C,2017.01382934023
E01001649,Greenwich 022D,1603.16706863046
E01001650,Greenwich 019B,1818.62623549998
E01001651,Greenwich 019C,2159.51597183198
E01001652,Greenwich 019D,1812.26743379235
E01001653,Greenwich 029A,1653.37175461324
E01001654,Greenwich 029B,1476.57831344008
E01001655,Greenwich 029C,1320.14358210447
E01001656,Greenwich 034A,1282.64565694146
E01001657,Greenwich 034B,1511.80069109704
E01001658,Greenwich 034C,1778.02508190181
E01001659,Greenwich 034D,1720.86405119672
E01001660,Greenwich 029D,1669.28364056558
E01001661,Greenwich 029E,1836.33771145716
E01001662,Greenwich 037A,3718.61678293347
E01001664,Greenwich 037B,1669.03965640068
E01001665,Greenwich 037C,1883.90487164259
E01001666,Greenwich 036A,1609.82331946865
E01001667,Greenwich 036B,6303.98835089203
E01001668,Greenwich 036C,4083.49478769675
E01001669,Greenwich 033A,2377.75786240688
E01001671,Greenwich 033B,1676.00940529257
E01001672,Greenwich 006A,2170.26278933883
E01001673,Greenwich 006B,2523.40903320909
E01001674,Greenwich 006C,2156.45027929544
E01001675,Greenwich 006D,2345.66992990673
E01001676,Greenwich 033C,1701.64008030295
E01001677,Greenwich 006E,2225.32709216699
E01001678,Greenwich 017A,1844.44075275213
E01001679,Greenwich 020A,1263.83257494867
E01001680,Greenwich 020B,1680.83979431468
E01001681,Greenwich 020C,1262.03657039255
E01001682,Greenwich 020D,1600.71209862572
E01001683,Greenwich 017B,1590.13160136342
E01001684,Greenwich 017C,1495.92341253138
E01001685,Greenwich 017D,1375.92844089866
E01001686,Greenwich 020E,1894.9323323667
E01001687,Greenwich 002A,1903.59317097068
E01001688,Greenwich 002B,2733.39210296888
E01001690,Greenwich 001A,1458.80404394865
E01001692,Greenwich 001B,1419.78425177932
E01001693,Greenwich 001C,1545.32532355189
E01001694,Greenwich 001D,1665.77473001723
E01001695,Greenwich 011A,1462.98469996452
E01001696,Greenwich 011B,1886.25091052055
E01001697,Greenwich 011C,2891.13513341546
E01001698,Greenwich 015A,2018.8742223382
E01001699,Greenwich 015B,2337.78054686938
E01001700,Greenwich 011D,2349.55236417055
E01001701,Greenwich 015C,2322.74591822756
E01001702,Greenwich 015D,1420.99645578861
E01001703,Greenwich 011E,1445.39532357454
E01001704,Greenwich 011F,2064.85747081041
E01001705,Greenwich 005A,1953.52174374461
E01001706,Greenwich 005B,1408.67939791083
E01001708,Greenwich 005C,1636.63358485978
E01001709,Greenwich 004B,1392.11425043154
E01001710,Greenwich 005D,1475.6928986311
E01001711,Greenwich 004C,1352.11564098269
E01001712,Greenwich 004D,2004.18768942915
E01001713,Greenwich 005E,707.284964621067
E01001714,Hackney 002A,1692.45036849182
E01001715,Hackney 007A,1357.25873672962
E01001716,Hackney 007B,1671.16534054279
E01001717,Hackney 007C,1540.96895116568
E01001718,Hackney 007D,1692.35498487949
E01001719,Hackney 007E,1398.80700170994
E01001720,Hackney 007F,1677.18088531494
E01001722,Hackney 029A,2171.882117033
E01001723,Hackney 006A,2243.68608236313
E01001724,Hackney 006B,2559.65090978146
E01001725,Hackney 004A,1810.86944526434
E01001726,Hackney 004B,1252.22945249081
E01001727,Hackney 006C,1995.73958951235
E01001728,Hackney 029B,2042.21176612377
E01001729,Hackney 019A,2230.30299568176
E01001730,Hackney 019B,2285.86811023951
E01001731,Hackney 017A,2903.97816747427
E01001732,Hackney 019C,1670.86274528503
E01001733,Hackney 015A,1903.44982773066
E01001734,Hackney 017B,2035.58912184834
E01001735,Hackney 019D,1623.12641426921
E01001736,Hackney 012A,1738.18064814806
E01001737,Hackney 012B,1363.47625869513
E01001738,Hackney 012C,1687.99754428864
E01001739,Hackney 012D,2283.87541127205
E01001740,Hackney 014A,1156.0605456233
E01001741,Hackney 009A,1248.23507964611
E01001742,Hackney 008A,1671.27440197766
E01001744,Hackney 021B,2429.85645699501
E01001745,Hackney 016A,1752.29714095592
E01001746,Hackney 016B,1059.92949828506
E01001747,Hackney 014B,2820.1465139091
E01001748,Hackney 020A,2876.47924348712
E01001749,Hackney 020B,1272.68014925718
E01001750,Hackney 021C,2441.97050613165
E01001751,Hackney 021D,1859.64869773388
E01001752,Hackney 025A,2385.74583739042
E01001753,Hackney 025B,1493.07802903652
E01001754,Hackney 025C,2592.39149594307
E01001755,Hackney 025D,1676.71263688803
E01001756,Hackney 021E,2077.51582926512
E01001757,Hackney 016C,1565.05310291052
E01001758,Hackney 016D,2197.87177020311
E01001759,Hackney 016E,1942.91283172369
E01001760,Hackney 017C,2056.24276179075
E01001761,Hackney 016F,1876.46793884039
E01001762,Hackney 017D,1649.5913117528
E01001763,Hackney 020C,1512.22353249788
E01001764,Hackney 010A,1661.32905948162
E01001765,Hackney 010B,1851.22627013922
E01001767,Hackney 010D,1860.62278717756
E01001768,Hackney 006D,1930.73161756992
E01001769,Hackney 006E,1551.56868460774
E01001770,Hackney 010E,1530.93505546451
E01001772,Hackney 024A,1563.07064819336
E01001773,Hackney 025E,2277.28055357933
E01001774,Hackney 024B,2449.49610696733
E01001775,Hackney 024C,1899.20811422169
E01001776,Hackney 025F,1793.21211075783
E01001777,Hackney 027B,2533.85316717625
E01001779,Hackney 026A,3218.45365208387
E01001780,Hackney 027D,1750.48522120714
E01001781,Hackney 026B,1686.28293532133
E01001782,Hackney 026C,2469.43939691782
E01001783,Hackney 026D,1615.06208109856
E01001784,Hackney 027E,1997.24326527119
E01001785,Hackney 015B,1734.54987037182
E01001786,Hackney 013A,2147.51590912218
E01001787,Hackney 013B,1397.90005273558
E01001788,Hackney 013C,1602.17639255524
E01001789,Hackney 015C,1939.88177901506
E01001790,Hackney 013D,1266.4650297761
E01001791,Hackney 015D,1526.00490370393
E01001792,Hackney 011A,2094.76521491632
E01001793,Hackney 011B,1660.76761045307
E01001794,Hackney 011C,1866.93347662687
E01001795,Hackney 011D,1393.42680707574
E01001796,Hackney 011E,1514.38352066278
E01001798,Hackney 028A,1783.78967908025
E01001799,Hackney 003A,1571.11466819048
E01001800,Hackney 004C,1719.11011266708
E01001801,Hackney 008B,1617.18713755906
E01001802,Hackney 003B,1432.19334888458
E01001803,Hackney 008C,1890.62945595197
E01001804,Hackney 003C,1747.48521308601
E01001805,Hackney 009B,1537.03915412724
E01001806,Hackney 008D,1955.44534869678
E01001807,Hackney 003D,1792.4701372385
E01001808,Hackney 001A,1446.94292904437
E01001809,Hackney 001B,2300.52794122696
E01001811,Hackney 002D,1857.11266899109
E01001812,Hackney 003E,2075.21064955182
E01001813,Hackney 002E,1288.02640336752
E01001814,Hackney 001C,1592.56376940012
E01001815,Hackney 024D,1442.89184597135
E01001816,Hackney 020D,1687.00843703747
E01001819,Hackney 020E,1580.0775757432
E01001820,Hackney 024E,1595.13345754147
E01001821,Hackney 024F,1340.91554045677
E01001822,Hackney 029C,2300.89054894447
E01001823,Hackney 001D,1559.19872920495
E01001824,Hackney 004D,1582.18688698951
E01001825,Hackney 001E,1562.72749447823
E01001826,Hackney 004E,1394.55982485414
E01001827,Hackney 029D,1865.88179208338
E01001828,Hackney 028B,1859.88252419978
E01001829,Hackney 009C,2166.81977581978
E01001830,Hackney 014C,1599.42667245865
E01001831,Hackney 009D,1542.5166927278
E01001832,Hackney 009E,1991.19095790386
E01001833,Hackney 014D,2216.28149074316
E01001834,Hackney 014E,1600.20902812481
E01001835,Hackney 014F,1394.88155049086
E01001836,Hackney 022A,1953.59039306641
E01001837,Hackney 023B,1610.17525488138
E01001838,Hackney 019E,1608.59028482437
E01001839,Hackney 023C,2355.13357418776
E01001840,Hackney 022B,1759.91271185875
E01001841,Hackney 022C,1069.61054679006
E01001842,Hackney 023D,1544.25729060173
E01001843,Hackney 023E,1174.4056994915
E01001844,Hackney 022D,1819.38601066917
E01001845,Hackney 022E,1655.64522276819
E01001846,Hackney 018A,1478.07957663666
E01001847,Hackney 018B,1189.94875415042
E01001848,Hackney 018C,2273.89493849874
E01001849,Hackney 018D,2609.89002062008
E01001850,Hackney 019F,1641.30423176289
E01001851,Hammersmith and Fulham 010A,1818.09000462294
E01001852,Hammersmith and Fulham 007A,1654.78775179386
E01001853,Hammersmith and Fulham 007B,1528.05525413156
E01001854,Hammersmith and Fulham 007C,1598.13701319695
E01001855,Hammersmith and Fulham 010B,1562.47803336382
E01001856,Hammersmith and Fulham 010C,1166.66678032279
E01001857,Hammersmith and Fulham 007D,1307.56571763754
E01001858,Hammersmith and Fulham 006A,1707.69519004226
E01001859,Hammersmith and Fulham 008A,2433.69007989764
E01001860,Hammersmith and Fulham 006B,1636.77144503593
E01001861,Hammersmith and Fulham 006C,1555.33201730251
E01001862,Hammersmith and Fulham 005A,1628.92697644234
E01001863,Hammersmith and Fulham 006D,1460.69556343555
E01001864,Hammersmith and Fulham 006E,1485.92713558674
E01001865,Hammersmith and Fulham 008B,1491.36337077618
E01001866,Hammersmith and Fulham 012A,1879.72326374054
E01001867,Hammersmith and Fulham 012B,996.119297027588
E01001868,Hammersmith and Fulham 012C,1266.79693675041
E01001869,Hammersmith and Fulham 010D,1794.10657414794
E01001870,Hammersmith and Fulham 012D,1660.06776696444
E01001871,Hammersmith and Fulham 012E,1543.50261384249
E01001872,Hammersmith and Fulham 012F,1592.08543002605
E01001873,Hammersmith and Fulham 010E,927.380039930344
E01001874,Hammersmith and Fulham 001A,3190.0162804365
E01001875,Hammersmith and Fulham 001B,1792.79434269667
E01001876,Hammersmith and Fulham 001C,2814.31983026699
E01001877,Hammersmith and Fulham 001D,1687.88940133154
E01001878,Hammersmith and Fulham 001E,1262.20239184797
E01001879,Hammersmith and Fulham 019A,1415.07117706537
E01001880,Hammersmith and Fulham 017A,1230.28873640299
E01001881,Hammersmith and Fulham 017B,2073.92049241066
E01001882,Hammersmith and Fulham 017C,1730.91586613655
E01001883,Hammersmith and Fulham 017D,1913.06627863646
E01001884,Hammersmith and Fulham 017E,2038.43909645081
E01001885,Hammersmith and Fulham 015A,1023.3394318819
E01001886,Hammersmith and Fulham 016A,1566.62559488416
E01001887,Hammersmith and Fulham 016B,1386.80376596749
E01001888,Hammersmith and Fulham 018A,1760.1580760479
E01001889,Hammersmith and Fulham 014A,1413.9642175138
E01001890,Hammersmith and Fulham 016C,1632.54195666313
E01001891,Hammersmith and Fulham 018B,2497.07523369789
E01001892,Hammersmith and Fulham 016D,1313.73320390284
E01001893,Hammersmith and Fulham 013A,1366.49084204435
E01001894,Hammersmith and Fulham 013B,1349.09348472208
E01001895,Hammersmith and Fulham 009A,1532.22931599617
E01001896,Hammersmith and Fulham 009B,1304.21423092484
E01001897,Hammersmith and Fulham 009C,1442.01373010874
E01001898,Hammersmith and Fulham 013C,2111.97383239865
E01001899,Hammersmith and Fulham 013D,1660.59846490622
E01001900,Hammersmith and Fulham 013E,1817.56190615892
E01001901,Hammersmith and Fulham 019B,1795.54798102379
E01001902,Hammersmith and Fulham 019C,1465.35688829422
E01001903,Hammersmith and Fulham 019D,1567.84889051318
E01001904,Hammersmith and Fulham 022A,1682.96280936152
E01001905,Hammersmith and Fulham 022B,1554.25701534748
E01001906,Hammersmith and Fulham 022C,1470.2302955389
E01001907,Hammersmith and Fulham 022D,1263.22930955887
E01001908,Hammersmith and Fulham 015B,1285.8225736618
E01001909,Hammersmith and Fulham 015C,1662.22236812115
E01001910,Hammersmith and Fulham 014B,1186.59301620722
E01001911,Hammersmith and Fulham 015D,1774.62703438103
E01001912,Hammersmith and Fulham 015E,1423.39057648182
E01001913,Hammersmith and Fulham 014C,1483.39793598652
E01001914,Hammersmith and Fulham 014D,1515.78991127014
E01001915,Hammersmith and Fulham 024A,1679.52389670198
E01001916,Hammersmith and Fulham 024B,1173.97643984621
E01001917,Hammersmith and Fulham 018C,1263.8880957393
E01001918,Hammersmith and Fulham 018D,1509.8553969264
E01001919,Hammersmith and Fulham 018E,1596.38626663107
E01001920,Hammersmith and Fulham 020A,1505.06385242939
E01001921,Hammersmith and Fulham 020B,1257.01571279764
E01001922,Hammersmith and Fulham 020C,1895.41139063239
E01001923,Hammersmith and Fulham 020D,1543.12603619695
E01001924,Hammersmith and Fulham 020E,1369.43934327364
E01001925,Hammersmith and Fulham 025A,1588.47547620535
E01001926,Hammersmith and Fulham 024C,1210.83592405915
E01001927,Hammersmith and Fulham 008C,1474.66108289361
E01001928,Hammersmith and Fulham 011A,1884.06487900391
E01001929,Hammersmith and Fulham 009D,1328.62100255489
E01001930,Hammersmith and Fulham 008D,2116.00366535783
E01001931,Hammersmith and Fulham 011B,1192.3290566206
E01001932,Hammersmith and Fulham 011C,1506.26962409914
E01001933,Hammersmith and Fulham 011D,1617.53259196132
E01001934,Hammersmith and Fulham 025B,1764.09811082482
E01001935,Hammersmith and Fulham 023A,1942.53895926476
E01001937,Hammersmith and Fulham 025C,2015.89184896648
E01001938,Hammersmith and Fulham 025D,1606.79666413367
E01001939,Hammersmith and Fulham 023C,3190.87066814862
E01001940,Hammersmith and Fulham 005B,1585.73081290722
E01001941,Hammersmith and Fulham 005C,1586.46851080656
E01001942,Hammersmith and Fulham 005D,1914.51548290253
E01001943,Hammersmith and Fulham 004A,2410.50070443749
E01001944,Hammersmith and Fulham 004B,1535.81412068009
E01001945,Hammersmith and Fulham 004C,1905.33475720882
E01001946,Hammersmith and Fulham 004D,1857.57867668569
E01001947,Hammersmith and Fulham 021A,1399.5943056941
E01001948,Hammersmith and Fulham 021B,1868.4988656044
E01001949,Hammersmith and Fulham 021C,1561.24250984192
E01001950,Hammersmith and Fulham 021D,1780.213801682
E01001951,Hammersmith and Fulham 021E,1633.51525342464
E01001952,Hammersmith and Fulham 024D,1487.99395245314
E01001953,Hammersmith and Fulham 021F,1368.60739499331
E01001954,Hammersmith and Fulham 003A,1449.67540717125
E01001955,Hammersmith and Fulham 002A,2365.55794093013
E01001956,Hammersmith and Fulham 003B,1625.95351654291
E01001957,Hammersmith and Fulham 002B,1361.94721120596
E01001958,Hammersmith and Fulham 002C,1616.02724659443
E01001959,Hammersmith and Fulham 003C,2052.13322901726
E01001960,Hammersmith and Fulham 003D,1670.66706895828
E01001961,Hammersmith and Fulham 002D,1333.40531158447
E01001962,Haringey 004A,1938.47561913361
E01001963,Haringey 009A,1727.1514912887
E01001964,Haringey 009B,2157.43548165698
E01001965,Haringey 009C,1492.17968142033
E01001966,Haringey 009D,1723.32515608939
E01001967,Haringey 014A,1644.60747498274
E01001968,Haringey 014B,1806.14642864466
E01001969,Haringey 001A,1959.01021528244
E01001970,Haringey 004B,1874.39705756307
E01001971,Haringey 001B,1763.43054789305
E01001972,Haringey 004C,1660.45573294163
E01001973,Haringey 004D,2644.97926931083
E01001974,Haringey 001C,2102.13340348005
E01001975,Haringey 001D,1939.55590778589
E01001976,Haringey 011A,1621.89269483089
E01001977,Haringey 011B,1370.42135542631
E01001978,Haringey 011C,2129.38953363895
E01001979,Haringey 011D,2381.01968833804
E01001980,Haringey 018A,2106.39015996456
E01001981,Haringey 018B,1703.29414248466
E01001982,Haringey 018C,1956.11988425255
E01001983,Haringey 018D,1599.23710602522
E01001984,Haringey 033A,1638.50720222294
E01001985,Haringey 033B,1831.49474270642
E01001986,Haringey 034A,1631.5299859643
E01001987,Haringey 033C,1868.1706095282
